,target,id,date,query,user,input,input_processed,GPT Positive,GPT Negative
8500,4,1557617794,Sun Apr 19 05:09:00 PDT 2009,NO_QUERY,dannynic,@Kisa true.. good point ,USERNAME true.. good point ,Y,X
8501,4,1990829712,Mon Jun 01 05:50:23 PDT 2009,NO_QUERY,minute44,Has secured the use of a Van for the house move at the weekend. Thanks to @kymellis's fellla. ,Has secured the use of a Van for the house move at the weekend. Thanks to USERNAME fellla. ,Y,X
8502,0,1974277032,Sat May 30 12:47:58 PDT 2009,NO_QUERY,HeartBreakV,@AdubbFFamous mannn I never knew that shit! Same here  ima just a Range!,USERNAME mannn I never knew that shit! Same here  ima just a Range!,X,Y
8503,4,1752383430,Sat May 09 21:46:28 PDT 2009,NO_QUERY,kayriley,Yes... I'll have some ice in ice tea please  LoL,Yes... I'll have some ice in ice tea please  LoL,Y,X
8504,0,1981580570,Sun May 31 09:27:20 PDT 2009,NO_QUERY,RYANWWILLIAMS,My bmw has a flat tire ,My bmw has a flat tire ,X,Y
8505,4,1986305012,Sun May 31 18:38:40 PDT 2009,NO_QUERY,JasonDottley,@BengeeB lifes good.  working alot -- which is GREAT! ,USERNAME lifes good.  working alot -- which is GREAT! ,Y,X
8506,4,2050152052,Fri Jun 05 18:09:35 PDT 2009,NO_QUERY,eric_mack_photo,@agency3 I'll do it.  lol where is it?,USERNAME I'll do it.  lol where is it?,X,X
8507,0,2266450223,Sun Jun 21 08:31:45 PDT 2009,NO_QUERY,Bianca2121,happy father's day  have my dance show today last one then im done till september so sad ,happy father's day  have my dance show today last one then im done till september so sad ,X,Y
8508,0,1825474542,Sun May 17 05:49:53 PDT 2009,NO_QUERY,getsitfaster,@ohappleda  People hate it?  I love it a lot! WE ARE THE TRUE FANS OBVIOUSLY.,USERNAME  People hate it?  I love it a lot! WE ARE THE TRUE FANS OBVIOUSLY.,Y,X
8509,4,2002202289,Tue Jun 02 03:29:12 PDT 2009,NO_QUERY,TwitMeALeica,"@oceanfeather It's the middle of winter, too cold for surfing   Gold coast will be the next trip up that way - this time, is brisbane only","USERNAME It's the middle of winter, too cold for surfing   Gold coast will be the next trip up that way - this time, is brisbane only",X,Y
8510,4,2178124896,Mon Jun 15 07:13:51 PDT 2009,NO_QUERY,ultoman,xiao dar just twitted! ,xiao dar just twitted! ,X,X
8511,0,2213086047,Wed Jun 17 14:55:04 PDT 2009,NO_QUERY,KaylaScott2009,"very bored.. i hate slow days like this one,,,, ","very bored.. i hate slow days like this one,,,, ",X,Y
8512,0,1685118527,Sat May 02 23:07:39 PDT 2009,NO_QUERY,MetalVirgin,@adrianspencer Threw me away like a used tissue ,USERNAME Threw me away like a used tissue ,X,Y
8513,4,2072186478,Sun Jun 07 20:33:16 PDT 2009,NO_QUERY,julie_lockwood,sleep.. just gotta get through these next five days. on saturday bring wonderful times back into my life ,sleep.. just gotta get through these next five days. on saturday bring wonderful times back into my life ,X,X
8514,4,1573561711,Tue Apr 21 01:45:40 PDT 2009,NO_QUERY,SupEmma,NEW YORK IN A YEAR AND A BIT !. excited maybe. Ommphh Laura those firemen . WHO U GNNA CALL GHOST BUSTERS ,NEW YORK IN A YEAR AND A BIT !. excited maybe. Ommphh Laura those firemen . WHO U GNNA CALL GHOST BUSTERS ,X,X
