,target,id,date,query,user,input,input_processed,GPT Positive,GPT Negative
15000,4,2070621170,Sun Jun 07 18:01:13 PDT 2009,NO_QUERY,euphemia,"@nekuchu yes! I'll be so glad come thursday aha ;w; mm, I bet! I'm glad you got your summer break early! ","USERNAME yes! I'll be so glad come thursday aha ;w; mm, I bet! I'm glad you got your summer break early! ",Yes,No
15001,4,2176853127,Mon Jun 15 04:54:33 PDT 2009,NO_QUERY,30STM_Denalie,@chantaleto I met one very handsome boy and very kind.  I'm in love. lol,USERNAME I met one very handsome boy and very kind.  I'm in love. lol,Yes,No
15002,4,1992607523,Mon Jun 01 09:01:46 PDT 2009,NO_QUERY,gemgemz87,just had my big birthday wkend!!! recovering is tough  hmmmmmmm glass of wine 4 me x,just had my big birthday wkend!!! recovering is tough  hmmmmmmm glass of wine 4 me x,No,Yes
15003,0,2064870490,Sun Jun 07 07:22:15 PDT 2009,NO_QUERY,lolol_tara,"@FlameSlippers lol i do want to. i miss you guys.  not yet, i'm spending a month in the states and then moving to bangkok in july","USERNAME lol i do want to. i miss you guys.  not yet, i'm spending a month in the states and then moving to bangkok in july",No,No
15004,0,1965684919,Fri May 29 16:21:25 PDT 2009,NO_QUERY,jiriteach,"@cageyjames Nope, won't be  .. Although I am not sure I want to go!","USERNAME Nope, won't be  .. Although I am not sure I want to go!",No,No
15005,0,1834136318,Mon May 18 01:46:07 PDT 2009,NO_QUERY,jomadelmaniego,"staying home doing nothing.. is really a waste of time, i miss notnot ","staying home doing nothing.. is really a waste of time, i miss notnot ",No,Yes
15006,4,2014684097,Wed Jun 03 02:20:37 PDT 2009,NO_QUERY,junal,Congratulations to @phpfour and whole RBS's team on their 3rd year of journey as a company ,Congratulations to USERNAME and whole RBS's team on their 3rd year of journey as a company ,Yes,No
15007,0,1967448403,Fri May 29 19:35:56 PDT 2009,NO_QUERY,PaDaGreat,@MySmileIzGoOdd wat about me.... ,USERNAME wat about me.... ,No,No
15008,0,2006576353,Tue Jun 02 11:22:16 PDT 2009,NO_QUERY,Cajunjambaliya,Needing more coffee beans and my staff wont get me any  I need new guards,Needing more coffee beans and my staff wont get me any  I need new guards,No,Yes
15009,4,1551024751,Sat Apr 18 07:56:30 PDT 2009,NO_QUERY,SherylBreuker,"@shashib I'm smart and FAR from Rich. But Rich is subjective. Rich in friends I am. Rich in money? Nope.   Morning, Shashi!","USERNAME I'm smart and FAR from Rich. But Rich is subjective. Rich in friends I am. Rich in money? Nope.   Morning, Shashi!",Yes,No
15010,0,2179594653,Mon Jun 15 09:19:07 PDT 2009,NO_QUERY,hafriedm,and my maggies VIP card ,and my maggies VIP card ,No,No
15011,0,2323250377,Thu Jun 25 00:13:40 PDT 2009,NO_QUERY,kpartridge11,"is tired of putting forth soooo much effort, and getting nothing in return. ","is tired of putting forth soooo much effort, and getting nothing in return. ",No,Yes
15012,4,1563886407,Mon Apr 20 00:43:18 PDT 2009,NO_QUERY,pram808,Just started up his twitter account  Work tomorrow! Aaaaah =P,Just started up his twitter account  Work tomorrow! Aaaaah =P,Yes,No
15013,0,2260993281,Sat Jun 20 20:05:44 PDT 2009,NO_QUERY,ces1982,@MBsandsKU we'll all cry together ,USERNAME we'll all cry together ,No,Yes
15014,4,1989798358,Mon Jun 01 02:50:50 PDT 2009,NO_QUERY,Sasha_xx,☆ Must go..Twitter soon  ☆,☆ Must go..Twitter soon  ☆,No,No
15015,0,2256590992,Sat Jun 20 13:00:26 PDT 2009,NO_QUERY,mikolahuk,"is feeling disappointed for the first time, hmmmm........  ","is feeling disappointed for the first time, hmmmm........  ",No,Yes
15016,0,1974994858,Sat May 30 14:13:38 PDT 2009,NO_QUERY,_rachaelll,i want to go to the live tour now  haha,i want to go to the live tour now  haha,Yes,No
15017,0,2239637087,Fri Jun 19 08:47:08 PDT 2009,NO_QUERY,farewellnat,@CharlesWBrown haha yeah your possibly right. I'm riding upon the peasent wagon as my friend just said .. ,USERNAME haha yeah your possibly right. I'm riding upon the peasent wagon as my friend just said .. ,No,Yes
15018,0,2200267374,Tue Jun 16 18:39:56 PDT 2009,NO_QUERY,HaLo2FrEeEk,Absolutely nothing ,Absolutely nothing ,No,No
