,target,id,date,query,user,input,input_processed,GPT Positive,GPT Negative
17000,0,2065265153,Sun Jun 07 08:14:17 PDT 2009,NO_QUERY,patriciaco,@anambanana NOOOOOOOOO.  Maybe she meant Frankie. HAHAHAH.,USERNAME NOOOOOOOOO.  Maybe she meant Frankie. HAHAHAH.,No,Yes
17001,4,1979381990,Sun May 31 02:48:19 PDT 2009,NO_QUERY,mia_borja,@treaclelove  what kind of recipe?? my mom have a recipe book  hahaha... ,USERNAME  what kind of recipe?? my mom have a recipe book  hahaha... ,No,No
17002,4,1964555124,Fri May 29 14:25:25 PDT 2009,NO_QUERY,pichie1234,On Stickam with Andrew ,On Stickam with Andrew ,No,No
17003,4,1969660527,Sat May 30 00:46:32 PDT 2009,NO_QUERY,laurabatten,@rhysalbrecht I hear ya on the blue skies... and for once we have them too! Summery goodness ,USERNAME I hear ya on the blue skies... and for once we have them too! Summery goodness ,Yes,No
17004,0,2284316417,Mon Jun 22 13:44:04 PDT 2009,NO_QUERY,liliana_jonas,@ddlovato awww dont feel like that.  your voice is gonna come back believe me  just dont talk that much,USERNAME awww dont feel like that.  your voice is gonna come back believe me  just dont talk that much,Yes,No
17005,4,2009797957,Tue Jun 02 16:17:47 PDT 2009,NO_QUERY,roscoeellis,has received TANK GIRL (REMASTERED) vols. 1 &amp; 2 with today's mail. Happiness. ,has received TANK GIRL (REMASTERED) vols. 1 &amp; 2 with today's mail. Happiness. ,Yes,No
17006,0,1880427240,Fri May 22 01:12:06 PDT 2009,NO_QUERY,zelmatic,I cut myself with a saw  http://yfrog.com/5dtzsj,I cut myself with a saw  URL,No,Yes
17007,4,2174614678,Sun Jun 14 22:55:57 PDT 2009,NO_QUERY,Pharmacygirl80,@Zveshi THANKS I'll check that tonight ,USERNAME THANKS I'll check that tonight ,Yes,No
17008,4,1932669180,Tue May 26 21:57:23 PDT 2009,NO_QUERY,Whitney_Q,@TickleMeJoey thanks joe! happy wednesday ,USERNAME thanks joe! happy wednesday ,Yes,No
17009,0,2005757990,Tue Jun 02 10:08:57 PDT 2009,NO_QUERY,MMarquit,@flexo Yikes. We never go to the dealer for that reason. Ours charges $95/hr. But sometimes you have to go to the dealer ,USERNAME Yikes. We never go to the dealer for that reason. Ours charges $95/hr. But sometimes you have to go to the dealer ,No,Yes
17010,4,1468220597,Tue Apr 07 00:22:30 PDT 2009,NO_QUERY,aaalison,"@jeffreecuntstar I'm sure many people do, Jeffree. ","USERNAME I'm sure many people do, Jeffree. ",No,No
17011,0,1833887430,Mon May 18 00:49:14 PDT 2009,NO_QUERY,BonezOz,@ Home now and no ones here  off @ tennis practice I guess.  Well time to get dinner going.,@ Home now and no ones here  off @ tennis practice I guess.  Well time to get dinner going.,No,No
17012,0,2328731588,Thu Jun 25 09:55:37 PDT 2009,NO_QUERY,Oasisteria,@graemeainslie  I'm trying to sort the issue out but I have no idea whats causing it lol. How are you anyways?,USERNAME  I'm trying to sort the issue out but I have no idea whats causing it lol. How are you anyways?,No,No
17013,0,2325638723,Thu Jun 25 05:48:53 PDT 2009,NO_QUERY,RobynEales,@tinchystryder I Really Wanted To Go To Glastonbury But All The Tickets Went  Dont Get To Watch You  Your Amazin....Love Youu xxxxx,USERNAME I Really Wanted To Go To Glastonbury But All The Tickets Went  Dont Get To Watch You  Your Amazin....Love Youu xxxxx,Yes,No
17014,0,2248298299,Fri Jun 19 20:24:22 PDT 2009,NO_QUERY,kbhall93,"just had yummy mocha latte with @claursr nervous for audition tom  sorry for making you nervous again, clau.","just had yummy mocha latte with USERNAME nervous for audition tom  sorry for making you nervous again, clau.",No,Yes
17015,0,1977014697,Sat May 30 19:52:27 PDT 2009,NO_QUERY,TAYLORWINTER,"i hate being a girl sometimes!  cramps that feel like i'm giving birth, shoot me.","i hate being a girl sometimes!  cramps that feel like i'm giving birth, shoot me.",No,Yes
17016,0,2263182170,Sun Jun 21 00:09:16 PDT 2009,NO_QUERY,KJL912,"@Dcorreal ya know, im really envious of you ","USERNAME ya know, im really envious of you ",No,Yes
17017,0,2326121585,Thu Jun 25 06:35:00 PDT 2009,NO_QUERY,Ramio1983,"Arriving home from work at 11:15pm, only to wake up again at 6:15pm to head straight back in to work.  ","Arriving home from work at 11:15pm, only to wake up again at 6:15pm to head straight back in to work.  ",No,Yes
17018,4,2055308346,Sat Jun 06 09:04:50 PDT 2009,NO_QUERY,Maaarye,"@tommcfly hey, Tom! You're on trending topics! take a look, everyone's talking about Tom Fletcher ","USERNAME hey, Tom! You're on trending topics! take a look, everyone's talking about Tom Fletcher ",Yes,No
17019,0,2263152679,Sun Jun 21 00:04:53 PDT 2009,NO_QUERY,charisseee,@jasminecara OMFG I WANNA WATCH MY SISTER'S KEEPER. i saw the trailer in the cinemas and  awwww. its something you wanna go goldclass for,USERNAME OMFG I WANNA WATCH MY SISTER'S KEEPER. i saw the trailer in the cinemas and  awwww. its something you wanna go goldclass for,Yes,No
17020,4,1834534013,Mon May 18 03:18:01 PDT 2009,NO_QUERY,Smophs,@_SandBox I can't wait! ,USERNAME I can't wait! ,No,Yes
17021,0,2213894210,Wed Jun 17 15:59:28 PDT 2009,NO_QUERY,alenabarros,"i still have my hives, they might be with me all my life  waaa am i really autoimmune?","i still have my hives, they might be with me all my life  waaa am i really autoimmune?",No,Yes
17022,4,1970639629,Sat May 30 04:40:06 PDT 2009,NO_QUERY,htoddcarter,@chisaikame *laughs* Always the simple things in life. ,USERNAME *laughs* Always the simple things in life. ,Yes,No
17023,0,2219396651,Thu Jun 18 00:26:38 PDT 2009,NO_QUERY,cbetta,Still no iPhone 3.0 unlock?! ,Still no iPhone 3.0 unlock?! ,No,Yes
17024,0,1978456891,Sat May 30 23:24:56 PDT 2009,NO_QUERY,mysheli,Just finally watched Changeling for the first time. I think Vincent is sleeping with me tonight. ,Just finally watched Changeling for the first time. I think Vincent is sleeping with me tonight. ,Yes,Yes
17025,0,1793180507,Thu May 14 01:41:11 PDT 2009,NO_QUERY,AliLevitt,It is a bit quiet now that you cannot see the replys ,It is a bit quiet now that you cannot see the replys ,No,Yes
17026,0,1573667097,Tue Apr 21 02:15:53 PDT 2009,NO_QUERY,Johnodonahue,what to do? so confused.  I'm just going to sleep on it...,what to do? so confused.  I'm just going to sleep on it...,No,Yes
17027,0,1469523297,Tue Apr 07 06:38:21 PDT 2009,NO_QUERY,beaufour,"@lhirlimann yeah, I know... but I've also been put on a &quot;make this guy suffer&quot; list my Google. My web access is also painfully slow ","USERNAME yeah, I know... but I've also been put on a &quot;make this guy suffer&quot; list my Google. My web access is also painfully slow ",No,Yes
17028,0,2058827268,Sat Jun 06 15:42:22 PDT 2009,NO_QUERY,Michael276,Ok well briana has been gone all day and i really miss her like crazy  come back soon baby! Please..i love you!,Ok well briana has been gone all day and i really miss her like crazy  come back soon baby! Please..i love you!,Yes,No
17029,0,2225332078,Thu Jun 18 10:35:28 PDT 2009,NO_QUERY,madwife,"@onion2k oh god no, i'm not kind of female! (well maybe shoes)! lol I was expecting more oomph! I am disappointed i'm afraid ","USERNAME oh god no, i'm not kind of female! (well maybe shoes)! lol I was expecting more oomph! I am disappointed i'm afraid ",No,Yes
17030,4,2065104953,Sun Jun 07 07:54:14 PDT 2009,NO_QUERY,tatyzinhah,following now: @Juniiooor ,following now: USERNAME ,No,No
17031,0,1755080981,Sun May 10 08:12:21 PDT 2009,NO_QUERY,bardicknowledge,"Relatives cancelled on us, so now we have a feast and no one to eat it with ","Relatives cancelled on us, so now we have a feast and no one to eat it with ",No,Yes
17032,4,1835232851,Mon May 18 05:29:32 PDT 2009,NO_QUERY,poojakashyap,"@ankitind now dat is a 'compliment', nybdy cn start ther web2.0 company provided d person work wid u atleast for a yr  ","USERNAME now dat is a 'compliment', nybdy cn start ther web2.0 company provided d person work wid u atleast for a yr  ",No,No
17033,0,1753729951,Sun May 10 03:08:07 PDT 2009,NO_QUERY,Mhaey,I want some birthday cake. XD Maybe a mother's day cake then! Too bad I'm miles away from my mom... ,I want some birthday cake. XD Maybe a mother's day cake then! Too bad I'm miles away from my mom... ,Yes,Yes
17034,0,2175118208,Mon Jun 15 00:07:53 PDT 2009,NO_QUERY,watchasifall,"LOL OMG what happened to you, matt corby? http://au.myspace.com/mattcorbyau  aha","LOL OMG what happened to you, matt corby? URL  aha",No,No
17035,0,1986869563,Sun May 31 19:26:09 PDT 2009,NO_QUERY,AngelaWiest,I miss charlie because his phone isn't working. ,I miss charlie because his phone isn't working. ,No,Yes
17036,4,1975707816,Sat May 30 15:43:50 PDT 2009,NO_QUERY,Julstar3,Watching I love the new millennium ,Watching I love the new millennium ,Yes,No
17037,0,2058394317,Sat Jun 06 14:51:14 PDT 2009,NO_QUERY,ExBP_Buddhist,@wangmo I passed that. Unfortunately had a tandem kayak on top so didn't stop ,USERNAME I passed that. Unfortunately had a tandem kayak on top so didn't stop ,No,Yes
17038,0,2191580885,Tue Jun 16 05:34:13 PDT 2009,NO_QUERY,Carrrriiee,http://twitpic.com/7jdsu - They ripped apart our salon  but were getting all new furniture,URL - They ripped apart our salon  but were getting all new furniture,No,No
