,target,id,date,query,user,input,input_processed,GPT Positive,GPT Negative
24500,4,1754820515,Sun May 10 07:28:53 PDT 2009,NO_QUERY,EmilianaCWhite,"@KenCarpenter Thank you  And don't worry, I will still build pages and edit stories for the Voice while I'm at UCF...","USERNAME Thank you  And don't worry, I will still build pages and edit stories for the Voice while I'm at UCF...",Yes,No
24501,0,1883396887,Fri May 22 08:29:13 PDT 2009,NO_QUERY,mitsu55,@kac0013 It's really amazing how fast we can gain weight.  My big problem is that I love to eat very much!,USERNAME It's really amazing how fast we can gain weight.  My big problem is that I love to eat very much!,No,Yes
24502,0,2261434585,Sat Jun 20 20:47:09 PDT 2009,NO_QUERY,heymiiicaa,@RosieGaga http://twitpic.com/7yikh -  why niley is back?,USERNAME URL -  why niley is back?,No,No
24503,0,2326284894,Thu Jun 25 06:49:26 PDT 2009,NO_QUERY,franceslozano,"My goodness! I haven't used twitter for weeks!  well, i'm online again via mobile. Haha.","My goodness! I haven't used twitter for weeks!  well, i'm online again via mobile. Haha.",Yes,No
24504,4,1998779893,Mon Jun 01 19:06:42 PDT 2009,NO_QUERY,SHHHE,@guruvan re SF fave city - Have you been to paris? Just kidding  (Love SF as well),USERNAME re SF fave city - Have you been to paris? Just kidding  (Love SF as well),Yes,No
24505,0,1974491615,Sat May 30 13:14:37 PDT 2009,NO_QUERY,R1554,not cool that the Vegas #blink182 show sold out so quick. Guess I'm really not going ,not cool that the Vegas blink182 show sold out so quick. Guess I'm really not going ,No,Yes
24506,4,1678216313,Sat May 02 05:57:10 PDT 2009,NO_QUERY,TamiHeim,@Dougrea Nope - LOVED your DJ list. ,USERNAME Nope - LOVED your DJ list. ,Yes,No
24507,4,1996277433,Mon Jun 01 14:49:10 PDT 2009,NO_QUERY,leechbabe,@Chiloe_ Sounds about right.  I hope you sleep well ,USERNAME Sounds about right.  I hope you sleep well ,Yes,No
24508,4,1984293104,Sun May 31 14:49:21 PDT 2009,NO_QUERY,goaskjulie,"@raracquel awh I could have. I didn't know your boyfriend plays there too, I'm hoping they play against each other so I can see you ","USERNAME awh I could have. I didn't know your boyfriend plays there too, I'm hoping they play against each other so I can see you ",No,Yes
24509,4,1979484256,Sun May 31 03:14:46 PDT 2009,NO_QUERY,meiscaitlin,Watching national treasure lol ,Watching national treasure lol ,Yes,No
