,target,id,date,query,user,input,input_processed,GPT Positive,GPT Negative
8000,4,2052804870,Sat Jun 06 02:05:22 PDT 2009,NO_QUERY,AvigdorSharon,"@stavsxx difficulty is just a challenge, and being a young musician is a blessing. Never let anything difficult stand in your way ","USERNAME difficulty is just a challenge, and being a young musician is a blessing. Never let anything difficult stand in your way ",Y,X
8001,0,2051226569,Fri Jun 05 21:13:18 PDT 2009,NO_QUERY,alliewonkers,went shopping  we all know how that goes ,went shopping  we all know how that goes ,X,Y
8002,0,2000825350,Mon Jun 01 23:03:53 PDT 2009,NO_QUERY,missgege,us up cuz my baby is not feeling good ,us up cuz my baby is not feeling good ,X,Y
8003,0,1996169285,Mon Jun 01 14:38:40 PDT 2009,NO_QUERY,TRohan,Looking for a good end of the year project.  Just starting to introduce Vietnam War.  What a bad idea that war was ,Looking for a good end of the year project.  Just starting to introduce Vietnam War.  What a bad idea that war was ,X,Y
8004,0,1973746902,Sat May 30 11:45:16 PDT 2009,NO_QUERY,kimmiemc,needs a doctor me thinks ,needs a doctor me thinks ,X,Y
8005,4,2058863817,Sat Jun 06 15:46:47 PDT 2009,NO_QUERY,dianadamico,Life is drawing...without an eraser.  ,Life is drawing...without an eraser.  ,Y,Y
8006,0,1558253571,Sun Apr 19 07:47:26 PDT 2009,NO_QUERY,mariabriones,craving Paneraaaa! damnit why'd I quit....miss the free food ,craving Paneraaaa! damnit why'd I quit....miss the free food ,X,Y
8007,4,2072053839,Sun Jun 07 20:19:18 PDT 2009,NO_QUERY,omecool20,is happy that El Lakeros is up 2-0.... work n body treatment.. in that order ... srike a pose ... ,is happy that El Lakeros is up 2-0.... work n body treatment.. in that order ... srike a pose ... ,Y,X
8008,4,2069975594,Sun Jun 07 16:52:36 PDT 2009,NO_QUERY,Trinity_B,Uhm. Jai BOO. Idgaf... I'm tired of this shit. &gt;=/ FCK TWITTER alltogetha. ,Uhm. Jai BOO. Idgaf... I'm tired of this shit. &gt;=/ FCK TWITTER alltogetha. ,X,Y
8009,0,1932808512,Tue May 26 22:16:07 PDT 2009,NO_QUERY,realdiva83,I wish I could get sleepy as easily as a lotta folks. ,I wish I could get sleepy as easily as a lotta folks. ,X,Y
8010,4,1981146285,Sun May 31 08:31:20 PDT 2009,NO_QUERY,meSerah,"@officialnjonas heyy nick, where in the world are you guys now? you guys are the best ","USERNAME heyy nick, where in the world are you guys now? you guys are the best ",Y,X
8011,4,2047580655,Fri Jun 05 13:51:58 PDT 2009,NO_QUERY,charod,"..so don't take the next msg personal if ur name is not mention cause i like, luv, love U 2  lol","..so don't take the next msg personal if ur name is not mention cause i like, luv, love U 2  lol",Y,X
8012,4,2056315680,Sat Jun 06 10:55:22 PDT 2009,NO_QUERY,mo3ath,@MFJ86 Yeah looks great  if u won't play with it like ( ps3 or xbox) take the plazma its better for home use,USERNAME Yeah looks great  if u won't play with it like ( ps3 or xbox) take the plazma its better for home use,X,X
8013,4,2174457038,Sun Jun 14 22:35:31 PDT 2009,NO_QUERY,adidevia,love being able to tweet via handphone.. ,love being able to tweet via handphone.. ,Y,X
8014,0,2251875834,Sat Jun 20 04:50:32 PDT 2009,NO_QUERY,Beady99,"Flaming Jne, temp about 16C its cloudy with frequent heavy showers, typical British summer weekend. ","Flaming Jne, temp about 16C its cloudy with frequent heavy showers, typical British summer weekend. ",X,X
8015,4,1999913151,Mon Jun 01 21:03:09 PDT 2009,NO_QUERY,kizmogirl,"@PastorKort Daisy is in Palestine at her grandparents house, but her belly is always like that! ","USERNAME Daisy is in Palestine at her grandparents house, but her belly is always like that! ",X,X
8016,4,2045502719,Fri Jun 05 10:49:16 PDT 2009,NO_QUERY,Silentbx,@madsxy1 hmm i think u should have the shirt say &quot;follow me&quot; on back &amp; front &quot;twitter.com/trueexclusives&quot; lmao ,USERNAME hmm i think u should have the shirt say &quot;follow me&quot; on back &amp; front &quot;twitter.com/trueexclusives&quot; lmao ,X,X
8017,0,2057849825,Sat Jun 06 13:46:50 PDT 2009,NO_QUERY,Yanks311,wow posada and cano were played perfectly i guess...both might be hits if upton plays a normal depth there... ,wow posada and cano were played perfectly i guess...both might be hits if upton plays a normal depth there... ,X,Y
8018,4,1686301229,Sun May 03 04:48:03 PDT 2009,NO_QUERY,cassandrabodzak,soo glad to have italy with @binak to look forward to ,soo glad to have italy with USERNAME to look forward to ,Y,X
8019,4,1977272594,Sat May 30 20:33:16 PDT 2009,NO_QUERY,lalatakarala,takin it back to 1995!!! Magic are hittin it UP!!!! ,takin it back to 1995!!! Magic are hittin it UP!!!! ,Y,X
8020,4,2058998785,Sat Jun 06 16:02:47 PDT 2009,NO_QUERY,bmaloku,goin to a fiesta ,goin to a fiesta ,Y,X
8021,4,1973621524,Sat May 30 11:30:36 PDT 2009,NO_QUERY,ChelseyHere,Going to see UP!!! With the guys ,Going to see UP!!! With the guys ,Y,X
8022,4,1880294546,Fri May 22 00:44:25 PDT 2009,NO_QUERY,freshdesign,on the train to Z�rich meeting @strijker - let's brainstorm ,on the train to Z�rich meeting USERNAME - let's brainstorm ,Y,X
8023,4,1991003454,Mon Jun 01 06:12:27 PDT 2009,NO_QUERY,feemccloud,@Anna92dy @Maria68ad @Sophie48ko @Alexa72ut Thanks for the early follow this morning. Look forward to tweetn with u! GOOD A.M. TWIT-WORLD ,USERNAME USERNAME USERNAME USERNAME Thanks for the early follow this morning. Look forward to tweetn with u! GOOD A.M. TWIT-WORLD ,Y,X
8024,4,2014752917,Wed Jun 03 02:34:20 PDT 2009,NO_QUERY,Lizzykinss,Happy Birthday @xLaylarrRAWRx  We're Going Out Soooon  &lt;3,Happy Birthday USERNAME  We're Going Out Soooon  &lt;3,Y,X
8025,4,1755060554,Sun May 10 08:09:02 PDT 2009,NO_QUERY,shortie246JB,@mileycyrus HAPPY MOTHERS DAY ,USERNAME HAPPY MOTHERS DAY ,Y,X
8026,0,2002504338,Tue Jun 02 04:24:25 PDT 2009,NO_QUERY,chandler290,Seems to have lost her profile pic ,Seems to have lost her profile pic ,X,Y
8027,4,1991154508,Mon Jun 01 06:30:31 PDT 2009,NO_QUERY,liiizeth,"believe in your fly-ness, conquer your shy-ness  buenos dias, tweety-birds!","believe in your fly-ness, conquer your shy-ness  buenos dias, tweety-birds!",Y,X
8028,4,2175746981,Mon Jun 15 01:52:50 PDT 2009,NO_QUERY,AngeliciousDee,"@redfella lmao! That would be funny  I wanna do choc mas, but a few ppl on liq gold now. What u on?","USERNAME lmao! That would be funny  I wanna do choc mas, but a few ppl on liq gold now. What u on?",X,X
8029,4,1557136615,Sun Apr 19 02:13:16 PDT 2009,NO_QUERY,SarahSaner,@Chisstwitt If only eh! Wish I had my own Private Jet! Ooooh my folks love Cowbridge  x,USERNAME If only eh! Wish I had my own Private Jet! Ooooh my folks love Cowbridge  x,X,X
8030,0,1825210851,Sun May 17 04:49:11 PDT 2009,NO_QUERY,paulineANNtan,"@blaaaanche nothing. trying to eat. haha. but too bummed about yesterday, that's why i still can't.  i REALLY wanted to see him up close..","USERNAME nothing. trying to eat. haha. but too bummed about yesterday, that's why i still can't.  i REALLY wanted to see him up close..",X,Y
8031,0,1975102989,Sat May 30 14:27:14 PDT 2009,NO_QUERY,alwayskate,Studying math... What a waste of brain cells and a Sturday night ,Studying math... What a waste of brain cells and a Sturday night ,X,Y
8032,0,2180576942,Mon Jun 15 10:39:32 PDT 2009,NO_QUERY,InlovewitJC,"Not gettin all my tweets,  wonder why? ","Not gettin all my tweets,  wonder why? ",X,Y
8033,0,1558448012,Sun Apr 19 08:24:24 PDT 2009,NO_QUERY,bioxyde,I has an ear infection. ,I has an ear infection. ,X,Y
8034,0,1676751703,Fri May 01 23:04:10 PDT 2009,NO_QUERY,Elliekin,@alissandra hope so!  we need to at least hug goodbye forever at some point!  ,USERNAME hope so!  we need to at least hug goodbye forever at some point!  ,Y,X
8035,4,1999786193,Mon Jun 01 20:49:15 PDT 2009,NO_QUERY,AllisonGreen,Listening to &quot;let you go&quot; haha @joshybeatdown  I haven't heard this song in forever!,Listening to &quot;let you go&quot; haha USERNAME  I haven't heard this song in forever!,X,X
8036,0,2325922277,Thu Jun 25 06:16:46 PDT 2009,NO_QUERY,sandee79,@Emily0309 aww!  Some1 is giving away an English Pointer on CL. He's so cute ,USERNAME aww!  Some1 is giving away an English Pointer on CL. He's so cute ,Y,X
8037,4,1555732363,Sat Apr 18 20:32:16 PDT 2009,NO_QUERY,rdjshow,234 people want Robert Downey Jr. showcased! Add your signature too   http://tinyurl.com/da59hx,234 people want Robert Downey Jr. showcased! Add your signature too   URL,X,X
8038,4,1564507253,Mon Apr 20 03:49:07 PDT 2009,NO_QUERY,jessykabeth,@aarteepotnis You sound busy   I'm taking things slow today. I'm having one of those days when you feel like doing nothing ,USERNAME You sound busy   I'm taking things slow today. I'm having one of those days when you feel like doing nothing ,X,Y
8039,0,1824463550,Sun May 17 01:29:42 PDT 2009,NO_QUERY,billybilang,AVCHD editing is a pain in the a$$ ,AVCHD editing is a pain in the a$$ ,X,Y
8040,4,1963609306,Fri May 29 12:59:06 PDT 2009,NO_QUERY,ElzBelz01,"Tomorrow: gym, rehearsals, meeting Beth, more rehearsals and then home  Lovely.","Tomorrow: gym, rehearsals, meeting Beth, more rehearsals and then home  Lovely.",Y,X
8041,0,2302418058,Tue Jun 23 16:46:48 PDT 2009,NO_QUERY,dannisaywhat,@mark1199 i know  SUGGGGGGGGGGGGGAR rofl,USERNAME i know  SUGGGGGGGGGGGGGAR rofl,X,X
8042,4,2000186611,Mon Jun 01 21:35:06 PDT 2009,NO_QUERY,MiVidaLoka,"@chulahoop lunch with u tomorrow it is. i made lunch too, well not me my mom made me nopalitos y frijolitos so yay for healthy! ","USERNAME lunch with u tomorrow it is. i made lunch too, well not me my mom made me nopalitos y frijolitos so yay for healthy! ",Y,X
