,target,id,date,query,user,input,input_processed,GPT Positive,GPT Negative
2000,0,2237292181,Fri Jun 19 05:32:41 PDT 2009,NO_QUERY,jasonimboden,"Work out is over, found out what pr-digested ramen tastes like the next morning. ","Work out is over, found out what pr-digested ramen tastes like the next morning. ",0,1
2001,0,1966166272,Fri May 29 17:14:57 PDT 2009,NO_QUERY,stargrl221,Trying to figure out this thing...it's not going well ,Trying to figure out this thing...it's not going well ,0,1
2002,0,1680122558,Sat May 02 10:57:22 PDT 2009,NO_QUERY,ericmcghee,"Jessica is up now. Oh, Savannah's team did not win ","Jessica is up now. Oh, Savannah's team did not win ",0,1
2003,4,1881853595,Fri May 22 05:42:39 PDT 2009,NO_QUERY,mishee88,hatin' on the club by rihanna on repeat  hm..I think this is a song for chris brown. hihi.,hatin' on the club by rihanna on repeat  hm..I think this is a song for chris brown. hihi.,0,1
2004,4,1564266215,Mon Apr 20 02:37:59 PDT 2009,NO_QUERY,imthemonster,@yvonneewonnee hehe i have my reasons lol but i glad you had fun at the bbq! ,USERNAME hehe i have my reasons lol but i glad you had fun at the bbq! ,1,0
2005,4,1550880064,Sat Apr 18 07:31:37 PDT 2009,NO_QUERY,YourWebChick,@starbucks Needs a coffee delivery service in CO today. we ran out of beans and we NEED our Starbucks!!! ,USERNAME Needs a coffee delivery service in CO today. we ran out of beans and we NEED our Starbucks!!! ,1,0
2006,0,2323216343,Thu Jun 25 00:09:15 PDT 2009,NO_QUERY,mixxy_88,@KyleBourke so jealous say hello to everyone...  waaaabulance,USERNAME so jealous say hello to everyone...  waaaabulance,0,1
2007,4,2176024493,Mon Jun 15 02:41:32 PDT 2009,NO_QUERY,littlemama81,Chilling at home with my little girl. First propper time on this so just getting the hang of it and adding a few ppl. ,Chilling at home with my little girl. First propper time on this so just getting the hang of it and adding a few ppl. ,1,0
2008,4,1936028682,Wed May 27 07:19:32 PDT 2009,NO_QUERY,shellrawlins,@blueparrot2 extreme makeover home edition!  lol,USERNAME extreme makeover home edition!  lol,1,0
2009,0,1982634239,Sun May 31 11:35:59 PDT 2009,NO_QUERY,SicknastyAshy,@mccloryryan I wish I could visit you!! ,USERNAME I wish I could visit you!! ,1,0
2010,0,2300715133,Tue Jun 23 14:30:06 PDT 2009,NO_QUERY,uofajac,@Burns620 Looks like another loss for the dbacks.  ,USERNAME Looks like another loss for the dbacks.  ,0,1
2011,4,1468990183,Tue Apr 07 04:44:14 PDT 2009,NO_QUERY,WeSupportNiley,"I am sick :S but life goes on ;D going to the hairdresser in like half an hour  *yay* finally ((: love you all &lt;3 50 SUBS LEFT UNTIL 3,000","I am sick :S but life goes on ;D going to the hairdresser in like half an hour  *yay* finally ((: love you all &lt;3 50 SUBS LEFT UNTIL 3,000",1,0
2012,4,1696002056,Mon May 04 07:24:29 PDT 2009,NO_QUERY,c1015,Working and watching Milk ,Working and watching Milk ,0,0
2013,0,2189459862,Tue Jun 16 00:04:53 PDT 2009,NO_QUERY,shafah,"Ok it's time for a haircut. and ohh the neighbour kids are in my house again. It's sad, I've been called aunty many times ","Ok it's time for a haircut. and ohh the neighbour kids are in my house again. It's sad, I've been called aunty many times ",0,1
2014,0,2232995920,Thu Jun 18 20:41:13 PDT 2009,NO_QUERY,ANTOINE68,@PaulaAbdul Rich tweeted me. Y won't u? I tht u were sweet? ,USERNAME Rich tweeted me. Y won't u? I tht u were sweet? ,0,1
2015,0,1978962869,Sun May 31 01:05:45 PDT 2009,NO_QUERY,liriar,I know sylvia r but I don't have a bf  he hsas other girls yet no nerve to say its ovr,I know sylvia r but I don't have a bf  he hsas other girls yet no nerve to say its ovr,0,1
2016,0,1882491337,Fri May 22 06:58:14 PDT 2009,NO_QUERY,Cornbreesha,@ToOoOtiE yeah cedar point was a no go for us too. Sad times ,USERNAME yeah cedar point was a no go for us too. Sad times ,0,1
2017,4,1992439195,Mon Jun 01 08:45:18 PDT 2009,NO_QUERY,beth1170,@ChicagoBites Muis importante.  Frosting must be HUGE!!!  ,USERNAME Muis importante.  Frosting must be HUGE!!!  ,0,0
2018,0,2002895096,Tue Jun 02 05:25:20 PDT 2009,NO_QUERY,LatinaNichelle4,@SumbodyTrippin im feelin alittle better but unfortunately cant do karaoke tonight ,USERNAME im feelin alittle better but unfortunately cant do karaoke tonight ,0,1
2019,0,2261457616,Sat Jun 20 20:49:18 PDT 2009,NO_QUERY,giovanni,@headset oh darn. I didn't get a poster made for you. So sad. ,USERNAME oh darn. I didn't get a poster made for you. So sad. ,0,1
2020,4,1834681684,Mon May 18 03:50:44 PDT 2009,NO_QUERY,manky18,"Schengen Visa sorted, awaiting a Euro trip now ","Schengen Visa sorted, awaiting a Euro trip now ",1,0
2021,4,1991477806,Mon Jun 01 07:06:38 PDT 2009,NO_QUERY,imboots,@jptacek You and your love of the squirrel humor  *i HATE squirrels*,USERNAME You and your love of the squirrel humor  *i HATE squirrels*,0,1
2022,4,1828054603,Sun May 17 11:59:57 PDT 2009,NO_QUERY,gillymo,Having a sausage corner for dinner ,Having a sausage corner for dinner ,1,0
2023,0,2221109069,Thu Jun 18 04:43:05 PDT 2009,NO_QUERY,Davin10,awake... in bed holding love a lot bear. just not working this time. your so far away  its so sad,awake... in bed holding love a lot bear. just not working this time. your so far away  its so sad,0,1
2024,0,2057844100,Sat Jun 06 13:46:10 PDT 2009,NO_QUERY,daisypops,@doodledawne I would like to go back in time and save someone ,USERNAME I would like to go back in time and save someone ,0,0
2025,4,1794742469,Thu May 14 06:28:11 PDT 2009,NO_QUERY,aloiselw,"booked my ticket to Tuguegarao, PH today! no 12 hr bus ride pour moi  (May 21-June 5)","booked my ticket to Tuguegarao, PH today! no 12 hr bus ride pour moi  (May 21-June 5)",1,0
2026,4,1981565366,Sun May 31 09:25:20 PDT 2009,NO_QUERY,bananaax3,battlefeild-jordin sparks ,battlefeild-jordin sparks ,0,0
