,target,id,date,query,user,input,input_processed,GPT Positive,GPT Negative
5500,4,1968751494,Fri May 29 22:07:51 PDT 2009,NO_QUERY,mickeyglitter,"@zeichner I am so all over that book, it's not even funny... ","USERNAME I am so all over that book, it's not even funny... ",1,0
5501,0,2266442042,Sun Jun 21 08:30:55 PDT 2009,NO_QUERY,aidandavis4eva,hi every 1 having no fun  joke wuu2? x,hi every 1 having no fun  joke wuu2? x,0,1
5502,0,2069900041,Sun Jun 07 16:44:06 PDT 2009,NO_QUERY,SarahJPM,iunno why i even got twitter tbh.... im tired ,iunno why i even got twitter tbh.... im tired ,0,1
5503,0,1970544040,Sat May 30 04:17:22 PDT 2009,NO_QUERY,pumdog,"Feeling exhausted despite getting more than enough sleep. Hate being here on my own, it makes me sad ","Feeling exhausted despite getting more than enough sleep. Hate being here on my own, it makes me sad ",0,1
5504,4,2016174518,Wed Jun 03 06:18:28 PDT 2009,NO_QUERY,Tarbox41,@dreamgir1 It's almost time ,USERNAME It's almost time ,1,0
5505,4,1760344688,Sun May 10 21:17:02 PDT 2009,NO_QUERY,hallewestfall,Cant sleep :/ watching disney ,Cant sleep :/ watching disney ,1,0
5506,0,2056010553,Sat Jun 06 10:21:40 PDT 2009,NO_QUERY,__PixieDust,@STEPHATRONIC should let you know starrs cant come tonight. ,USERNAME should let you know starrs cant come tonight. ,0,0
5507,0,1978713754,Sun May 31 00:13:16 PDT 2009,NO_QUERY,AviorHyrax,"what am i doing?  - obviously not sleeping like i should be   stupid, stupid insomnia","what am i doing?  - obviously not sleeping like i should be   stupid, stupid insomnia",0,1
5508,4,1984346199,Sun May 31 14:55:43 PDT 2009,NO_QUERY,nwchptr4me,"@RoxanneDiana yes    w/a data plan   aside from that, the only other option is just living w/text....","USERNAME yes    w/a data plan   aside from that, the only other option is just living w/text....",0,0
5509,0,2183859132,Mon Jun 15 15:04:57 PDT 2009,NO_QUERY,BeeGentle2Me,idk how the hell ppl can txt with a flip fone... my fone dies n i dnt know how i will go on until i get my charger bak ,idk how the hell ppl can txt with a flip fone... my fone dies n i dnt know how i will go on until i get my charger bak ,0,1
5510,4,2186130174,Mon Jun 15 18:23:58 PDT 2009,NO_QUERY,victoriaween,"Uy, Hola followers ","Uy, Hola followers ",1,0
5511,0,1996154047,Mon Jun 01 14:37:11 PDT 2009,NO_QUERY,2sharp,I'm going home! It's been a LONG day! --I have a KC company looking at me! I hope they can afford me! I miss my mom and dad...  ,I'm going home! It's been a LONG day! --I have a KC company looking at me! I hope they can afford me! I miss my mom and dad...  ,1,1
5512,4,2001721527,Tue Jun 02 01:50:44 PDT 2009,NO_QUERY,etherealdeva,@gaethe no problem. I'll make popcorn.  Then we can drool together.,USERNAME no problem. I'll make popcorn.  Then we can drool together.,1,0
5513,4,2014885262,Wed Jun 03 03:00:30 PDT 2009,NO_QUERY,SamMadisonInd,@wellyal we should do the good old @rove1974 thing and flash our lights to see if we can see each others house ,USERNAME we should do the good old USERNAME thing and flash our lights to see if we can see each others house ,0,0
5514,0,1834424921,Mon May 18 02:53:05 PDT 2009,NO_QUERY,bethan_ellis_x,yet another exam later! Eek! ,yet another exam later! Eek! ,0,1
5515,4,2018757139,Wed Jun 03 10:27:52 PDT 2009,NO_QUERY,AimeeCarver,"Yesssssssss!! Just Found B1, C1, P1 Module Papers Online ","Yesssssssss!! Just Found B1, C1, P1 Module Papers Online ",1,0
5516,4,2016212278,Wed Jun 03 06:22:40 PDT 2009,NO_QUERY,the100rabh,@ooomz @mixdev and @hnprashanth are two experts I know of ,USERNAME USERNAME and USERNAME are two experts I know of ,0,0
5517,4,1827935593,Sun May 17 11:45:10 PDT 2009,NO_QUERY,xprincessx,new car in 2 weeks    yayayayyyy,new car in 2 weeks    yayayayyyy,1,0
5518,4,1986154456,Sun May 31 18:24:32 PDT 2009,NO_QUERY,yuppitsErick,I love the MTV Movie Awards ,I love the MTV Movie Awards ,1,0
