,target,id,date,query,user,input,input_processed,GPT Positive,GPT Negative
10500,0,2297780397,Tue Jun 23 10:51:52 PDT 2009,NO_QUERY,SnapItOut,I hate being ill  Sucks big time!,I hate being ill  Sucks big time!,No,No
10501,4,1752964133,Sat May 09 23:36:50 PDT 2009,NO_QUERY,crosshaire,@jsyadao Soooooo true. I don't dare ask for something like that! ,USERNAME Soooooo true. I don't dare ask for something like that! ,"""No""",Yes
10502,0,1994261754,Mon Jun 01 11:39:53 PDT 2009,NO_QUERY,daniellecrunden,"Does not feel psyched at all for the English exam tomorrow.. and on top of that, I feel a headache coming on.. great ","Does not feel psyched at all for the English exam tomorrow.. and on top of that, I feel a headache coming on.. great ",No,No
10503,0,1687587236,Sun May 03 09:05:10 PDT 2009,NO_QUERY,AbbeyBarkley,homework all day  gross.,homework all day  gross.,No,No
10504,0,1678519880,Sat May 02 06:58:08 PDT 2009,NO_QUERY,jogger5079,@colocelt Mornin Reid....long time no see!  ,USERNAME Mornin Reid....long time no see!  ,No,"""No"""
10505,4,1559355657,Sun Apr 19 10:55:33 PDT 2009,NO_QUERY,itslauraaa,"@xolaurencexo Whoops, you don't sound too happy. What's up? ","USERNAME Whoops, you don't sound too happy. What's up? ",No,No
10506,4,1998779935,Mon Jun 01 19:06:42 PDT 2009,NO_QUERY,lebaneseprncess,watching the hills last lauren episode for the third time ,watching the hills last lauren episode for the third time ,No,No
10507,4,1973603550,Sat May 30 11:28:35 PDT 2009,NO_QUERY,sc430girl,@insuranceboy prepping 4 bbq and sunning...  what about u? Anything fun planned?,USERNAME prepping 4 bbq and sunning...  what about u? Anything fun planned?,No,"""No"""
10508,4,2013593064,Tue Jun 02 23:03:38 PDT 2009,NO_QUERY,Smitheejr,@alisonhaislip I can't put my finger on it but there's something wrong with that order. ,USERNAME I can't put my finger on it but there's something wrong with that order. ,No,No
10509,4,1970683500,Sat May 30 04:50:03 PDT 2009,NO_QUERY,Kaattt11,Mr. Twitter Universe competition ends in 3 days!!! http://bit.ly/PmvRY  Vote for David Archuleta! ,Mr. Twitter Universe competition ends in 3 days!!! URL  Vote for David Archuleta! ,"""No""","""No"""
10510,4,1834604678,Mon May 18 03:34:01 PDT 2009,NO_QUERY,Aluxdeluxe,Mela is my Happypill  and i need a break!!!,Mela is my Happypill  and i need a break!!!,Yes,Yes
10511,4,1791600596,Wed May 13 20:34:45 PDT 2009,NO_QUERY,lettergirl,@RJFlamingo You're awesome. ,USERNAME You're awesome. ,Yes,Yes
10512,0,2223986315,Thu Jun 18 08:57:11 PDT 2009,NO_QUERY,RLongenecker,...and off he goes in an angry haste... ,...and off he goes in an angry haste... ,No,No
10513,4,1970922383,Sat May 30 05:40:12 PDT 2009,NO_QUERY,rellefierce,i guess i feel like puttin my shyt out there b/c im not feelin any kinda way right now but super horny and i need a round 4!  lol...GEMINI,i guess i feel like puttin my shyt out there b/c im not feelin any kinda way right now but super horny and i need a round 4!  lol...GEMINI,No,No
10514,4,1676665303,Fri May 01 22:45:50 PDT 2009,NO_QUERY,shuphocles,Can you smell the sweetness of the soil and snow in the wind ,Can you smell the sweetness of the soil and snow in the wind ,No,No
10515,0,1827375584,Sun May 17 10:34:44 PDT 2009,NO_QUERY,Purpleweeble,"Its so nice out! Why do i have to work all day, sab ","Its so nice out! Why do i have to work all day, sab ",No,"""Yes"""
10516,0,2259789910,Sat Jun 20 18:10:00 PDT 2009,NO_QUERY,brittanydobler,@chelseaxlately yaknow what?! you need to cut it out because you hurt little @msully9 's feeelings  lol.,USERNAME yaknow what?! you need to cut it out because you hurt little USERNAME 's feeelings  lol.,"""No""",No
10517,4,2050207580,Fri Jun 05 18:15:32 PDT 2009,NO_QUERY,DanieMysterie,Excited about the sunshine tommorow!!!  I LOVe IT!!!,Excited about the sunshine tommorow!!!  I LOVe IT!!!,Yes,Yes
10518,0,1962995826,Fri May 29 12:02:41 PDT 2009,NO_QUERY,CommnSenseMoney,@Freebies4Mom will they have your video available online?  I have been gone all morning and missed it   after waiting so long 4 it,USERNAME will they have your video available online?  I have been gone all morning and missed it   after waiting so long 4 it,No,No
10519,4,1468180010,Tue Apr 07 00:09:00 PDT 2009,NO_QUERY,polymorphic1,"@AppleCCSF btw, I'm doing all of my CCSF / Communique 5 dev on a MacBook Pro.  ","USERNAME btw, I'm doing all of my CCSF / Communique 5 dev on a MacBook Pro.  ",No,No
10520,4,2191248076,Tue Jun 16 04:51:49 PDT 2009,NO_QUERY,luvrgrl_22,I LOVE YOU  [[those 3 words 4 you]],I LOVE YOU  [[those 3 words 4 you]],"""Yes""",Yes
10521,0,2198407507,Tue Jun 16 16:02:13 PDT 2009,NO_QUERY,TraceyMmm,"@MoocherGirl can you change the delivery address before it ships??? Thats awful, I want mine too ","USERNAME can you change the delivery address before it ships??? Thats awful, I want mine too ",No,No
10522,0,2010867282,Tue Jun 02 18:05:54 PDT 2009,NO_QUERY,sophiasunshine,I know  when alyssuh goes up stand up!!!,I know  when alyssuh goes up stand up!!!,No,No
10523,0,2060869062,Sat Jun 06 19:44:12 PDT 2009,NO_QUERY,wipeoutt,It makes me sad that everybody thinks that i hate them. Even if they are kidding. ,It makes me sad that everybody thinks that i hate them. Even if they are kidding. ,No,No
10524,0,2006896122,Tue Jun 02 11:50:42 PDT 2009,NO_QUERY,JenWojcik,"@playspymaster No...I can log in, but all my stuff is gone ","USERNAME No...I can log in, but all my stuff is gone ",No,"""Yes"""
10525,0,1990076624,Mon Jun 01 03:48:13 PDT 2009,NO_QUERY,cookiedude85,it sucks bein in uk sumtimes i hav 2 wait til 2nite 2 watch mtv movie awards ,it sucks bein in uk sumtimes i hav 2 wait til 2nite 2 watch mtv movie awards ,No,No
10526,4,1978119240,Sat May 30 22:29:33 PDT 2009,NO_QUERY,SKILLETfan01,@SkiptheZip Thanks.  Hahah well hopefully your internet gets fixed soon...,USERNAME Thanks.  Hahah well hopefully your internet gets fixed soon...,"""Yes""","""No"""
