,target,id,date,query,user,input,input_processed,GPT Positive,GPT Negative
16000,0,2328052335,Thu Jun 25 09:06:38 PDT 2009,NO_QUERY,myeverydayhero,i wish @valenbfm would text me back. ,i wish USERNAME would text me back. ,No,No
16001,4,2059168467,Sat Jun 06 16:23:08 PDT 2009,NO_QUERY,traviesorebelde,but i am not the person who will wait around. i move on. throw lemons ma way and ill make lemonade ,but i am not the person who will wait around. i move on. throw lemons ma way and ill make lemonade ,No,No
16002,4,2006625747,Tue Jun 02 11:26:39 PDT 2009,NO_QUERY,cymberrain,@Nyblaque Oo thanks for the link ,USERNAME Oo thanks for the link ,"""Yes""",No
16003,0,1574005647,Tue Apr 21 03:51:33 PDT 2009,NO_QUERY,Jeskaa19,"@Zzack Heyyy im Jesss howz it going, im new at this LOL.. so yeahh ppl talk to me ","USERNAME Heyyy im Jesss howz it going, im new at this LOL.. so yeahh ppl talk to me ",No,"""No"""
16004,4,2062669829,Sat Jun 06 23:55:52 PDT 2009,NO_QUERY,Karen230683,@PaceyGorilla thank you  x,USERNAME thank you  x,"""Yes""",Yes
16005,4,1564436004,Mon Apr 20 03:29:01 PDT 2009,NO_QUERY,o18eighteen,"now i'm following my favorite stars.  still, keep on following me. thnx!","now i'm following my favorite stars.  still, keep on following me. thnx!",No,"""No"""
16006,4,1883496695,Fri May 22 08:38:40 PDT 2009,NO_QUERY,wuori,@kara_schwab Haha good for you ,USERNAME Haha good for you ,"""Yes""",Yes
16007,4,1984123225,Sun May 31 14:29:18 PDT 2009,NO_QUERY,UglyDani,@spicerabbit yes i am indeed. im on doing my internship whole may. ,USERNAME yes i am indeed. im on doing my internship whole may. ,No,No
16008,0,1980275661,Sun May 31 06:15:33 PDT 2009,NO_QUERY,ddlovato_real,http://twitpic.com/6bwxc - I miss you so much Joe ,URL - I miss you so much Joe ,No,No
16009,0,2237604399,Fri Jun 19 06:04:27 PDT 2009,NO_QUERY,maryjei,okaaay. avoiding you is hard. almost like i can't do it. ,okaaay. avoiding you is hard. almost like i can't do it. ,No,"""Yes"""
16010,4,1993876766,Mon Jun 01 11:04:06 PDT 2009,NO_QUERY,IBtres,@SabahVip noooo! i wish.... lol. but myMixtape is available online for free download at:  http://bit.ly/F50R5 ..check it out ,USERNAME noooo! i wish.... lol. but myMixtape is available online for free download at:  URL ..check it out ,"""No""","""No"""
16011,0,1997956010,Mon Jun 01 17:44:56 PDT 2009,NO_QUERY,LML87,Laying in the bed oww my stomach hurts   - I need morphine,Laying in the bed oww my stomach hurts   - I need morphine,No,No
16012,0,1752471356,Sat May 09 22:01:01 PDT 2009,NO_QUERY,Paigelevang,"i am bored, lazy, and stuffed. ","i am bored, lazy, and stuffed. ",No,No
