,target,id,date,query,user,input,input_processed,GPT Positive,GPT Negative
18500,0,1980827825,Sun May 31 07:46:32 PDT 2009,NO_QUERY,clark9825,Stupid cat just threw up something ,Stupid cat just threw up something ,No,No
18501,0,1965010172,Fri May 29 15:10:45 PDT 2009,NO_QUERY,CrystalMonaye,more work to do ,more work to do ,No,No
18502,0,2324951401,Thu Jun 25 04:25:55 PDT 2009,NO_QUERY,BreanicPanic,7:30am! Stil up..No milk for tea WTF ,7:30am! Stil up..No milk for tea WTF ,No,No
18503,4,1980149149,Sun May 31 05:51:20 PDT 2009,NO_QUERY,sweska,"After telling myself that I shall eat healthy for dinner, I have succumbed to eating char key teow yuuummmm ","After telling myself that I shall eat healthy for dinner, I have succumbed to eating char key teow yuuummmm ",No,No
18504,4,1980593373,Sun May 31 07:10:06 PDT 2009,NO_QUERY,rachelmichele,Having breakfast with @kevindsloan ,Having breakfast with USERNAME ,No,No
18505,4,1985350870,Sun May 31 16:56:17 PDT 2009,NO_QUERY,mariahlu,7 weeks till I go to Africa  omg!!!!!!!,7 weeks till I go to Africa  omg!!!!!!!,Yes,"""No"""
18506,0,1565070763,Mon Apr 20 05:48:51 PDT 2009,NO_QUERY,theraquelraquel, didn't go out last night I fell asleep .... I Suck (not literally), didn't go out last night I fell asleep .... I Suck (not literally),No,No
18507,4,2002399420,Tue Jun 02 04:05:54 PDT 2009,NO_QUERY,Nat1314,"WOW!!! Oh yeh logitech, raised anus and scrolling capabilities....weapons for the bedroom! ","WOW!!! Oh yeh logitech, raised anus and scrolling capabilities....weapons for the bedroom! ",No,No
18508,0,1557726821,Sun Apr 19 05:42:49 PDT 2009,NO_QUERY,DJDal,Long night last night haha absolute shattered ,Long night last night haha absolute shattered ,No,Yes
18509,4,1685873623,Sun May 03 02:32:10 PDT 2009,NO_QUERY,helen_bop,@debs__ Email me if you're stuck ,USERNAME Email me if you're stuck ,No,No
18510,4,2070230054,Sun Jun 07 17:19:25 PDT 2009,NO_QUERY,PriscillaCruz,"@Balance510 me too, people (fans) appreciate that more than anything... ","USERNAME me too, people (fans) appreciate that more than anything... ","""Yes""","""Yes"""
18511,4,1792770801,Thu May 14 00:11:17 PDT 2009,NO_QUERY,MistressRouge,"@dicklet Oh yes a lovely sleep, thankyou My dicklet. Good morning to you. Off to the gym, then onto my kinky palace afterwards ","USERNAME Oh yes a lovely sleep, thankyou My dicklet. Good morning to you. Off to the gym, then onto my kinky palace afterwards ",No,No
18512,4,1834780977,Mon May 18 04:10:51 PDT 2009,NO_QUERY,radio_net1zen,listen to next song on http://www.net1zen.com/ it's a blondie from subotica  IRCHI - �vaka?a (Lea's Friend),listen to next song on URL it's a blondie from subotica  IRCHI - �vaka?a (Lea's Friend),No,No
18513,4,1795409848,Thu May 14 07:43:24 PDT 2009,NO_QUERY,girlsaloudmasiv,@Chris_Geere glad your good  i am very well thanks ,USERNAME glad your good  i am very well thanks ,Yes,Yes
18514,0,2238435456,Fri Jun 19 07:16:37 PDT 2009,NO_QUERY,wandafishy,Had to wake up at 5am for fishing.  I'm sleepy. ,Had to wake up at 5am for fishing.  I'm sleepy. ,No,No
18515,4,1693535623,Sun May 03 22:52:19 PDT 2009,NO_QUERY,NikkiBenz,@cmoles yay!  i shall do that then ,USERNAME yay!  i shall do that then ,"""Yes""",Yes
18516,0,2325547191,Thu Jun 25 05:39:03 PDT 2009,NO_QUERY,sbanwart,I hate building out Windows developer environments. It's like two entire days down the drain. ,I hate building out Windows developer environments. It's like two entire days down the drain. ,No,No
18517,4,2175210853,Mon Jun 15 00:22:24 PDT 2009,NO_QUERY,ScottyA7,Gd Morning ppl ,Gd Morning ppl ,Yes,No
18518,0,1977417889,Sat May 30 20:56:26 PDT 2009,NO_QUERY,polosvoice,It's really not  LeBron. ,It's really not  LeBron. ,No,No
18519,4,2188395571,Mon Jun 15 21:49:14 PDT 2009,NO_QUERY,featherjean,@blogathondotorg So glad to see it's happening this year! I can't wait! ,USERNAME So glad to see it's happening this year! I can't wait! ,Yes,"""Yes"""
18520,4,1970140675,Sat May 30 02:37:12 PDT 2009,NO_QUERY,PsychoRee,"Just got back home!  Had fun sittin around with Mary! lol! DUD!!! Oh well, Whats up for 2mrw!!!????!??!","Just got back home!  Had fun sittin around with Mary! lol! DUD!!! Oh well, Whats up for 2mrw!!!????!??!",No,No
18521,4,1755155709,Sun May 10 08:24:19 PDT 2009,NO_QUERY,vickymacdonald,"@ipickpretty Absolutely, my dear, as a bit of an old bird I urge you to make hay while the sun shines ","USERNAME Absolutely, my dear, as a bit of an old bird I urge you to make hay while the sun shines ",Yes,No
18522,0,2238147513,Fri Jun 19 06:53:20 PDT 2009,NO_QUERY,fastbreak2go,Man its raining! Normally thats a good thing but my love wanted to go to the park w her kid now we cant go  maybe we'll do  something  ...,Man its raining! Normally thats a good thing but my love wanted to go to the park w her kid now we cant go  maybe we'll do  something  ...,No,No
18523,4,2052652779,Sat Jun 06 01:30:07 PDT 2009,NO_QUERY,MojoBanjo2008,@laylakayleigh because there sweet. just like you! ,USERNAME because there sweet. just like you! ,No,"""Yes"""
18524,0,1968263534,Fri May 29 21:05:08 PDT 2009,NO_QUERY,Metropoulos,Good bye everyone I'm off to hawaii for a week and I won't have my phone so no twitter ,Good bye everyone I'm off to hawaii for a week and I won't have my phone so no twitter ,No,No
18525,4,2188009077,Mon Jun 15 21:09:09 PDT 2009,NO_QUERY,DavidSpinks,@dfolkens me? selling out to the man? Not with that facial expression ,USERNAME me? selling out to the man? Not with that facial expression ,No,No
18526,4,1967041574,Fri May 29 18:52:01 PDT 2009,NO_QUERY,theeternal,Apartment is all clean and ready for ROH show tomorrow night. We can hardly wait ,Apartment is all clean and ready for ROH show tomorrow night. We can hardly wait ,Yes,Yes
18527,0,2285020550,Mon Jun 22 14:36:28 PDT 2009,NO_QUERY,tenzzbenz,@LaGSpaz93 what does ftw stand for? along with smh? im so not the tech geek i thought i was ,USERNAME what does ftw stand for? along with smh? im so not the tech geek i thought i was ,"""No""","""No"""
18528,4,1961376943,Fri May 29 09:24:32 PDT 2009,NO_QUERY,WyfrngStrngr,@katiekakes2 - Psst - your PM box is full again.  ,USERNAME - Psst - your PM box is full again.  ,No,No
18529,0,2176305809,Mon Jun 15 03:30:25 PDT 2009,NO_QUERY,mellisadaniels,"crunching numbers, not the best thing to do all day long ","crunching numbers, not the best thing to do all day long ",No,No
18530,0,2231380747,Thu Jun 18 18:27:56 PDT 2009,NO_QUERY,Thatoka,@lukepritch too bad that you can't reply anyone ,USERNAME too bad that you can't reply anyone ,"""No""","""No"""
18531,4,1686060258,Sun May 03 03:32:47 PDT 2009,NO_QUERY,FrankomQ8,@blasha Thanks ,USERNAME Thanks ,"""Yes""",Yes
18532,0,1933107027,Tue May 26 23:00:54 PDT 2009,NO_QUERY,sammy_roberts22,"now that i know how long my pop has left, I want to be with him. I love you pop, please dont leave me ","now that i know how long my pop has left, I want to be with him. I love you pop, please dont leave me ",No,"""Yes"""
18533,0,2205365330,Wed Jun 17 04:34:47 PDT 2009,NO_QUERY,jp_lunney,On way 2 work  workin 1 to 9 grim!,On way 2 work  workin 1 to 9 grim!,No,No
18534,0,1981947273,Sun May 31 10:12:56 PDT 2009,NO_QUERY,KonkreteRose,I really wanna listen to Kevin Gates right now. Left the cd in the other car ,I really wanna listen to Kevin Gates right now. Left the cd in the other car ,No,No
18535,0,2193021599,Tue Jun 16 07:53:16 PDT 2009,NO_QUERY,kello2111,"Okay, not a good sign. 11 weeks of freedom- first day in and I'm a little bit bored. But I don't want to waste this glorious weather! ","Okay, not a good sign. 11 weeks of freedom- first day in and I'm a little bit bored. But I don't want to waste this glorious weather! ",No,No
18536,4,1999222339,Mon Jun 01 19:51:00 PDT 2009,NO_QUERY,what_bugs_u,"@alexandra_42 why limit your story to 140 ch. Tell all what is annoying you at www.iamsoannoyed.com ,it will help relieve your stress ","USERNAME why limit your story to 140 ch. Tell all what is annoying you at www.iamsoannoyed.com ,it will help relieve your stress ","""No""",No
18537,4,2180228348,Mon Jun 15 10:10:58 PDT 2009,NO_QUERY,Reelabee,@jackbsavidge Yay I bought a copy yesterday. I'd like to think mine was the last one  Money well spent,USERNAME Yay I bought a copy yesterday. I'd like to think mine was the last one  Money well spent,"""Yes""",Yes
