,target,id,date,query,user,input,input_processed,GPT Positive,GPT Negative
16500,0,2244968944,Fri Jun 19 15:28:19 PDT 2009,NO_QUERY,MarcoRocks,@kris_lauren You can bother me. I am falling asleep ,USERNAME You can bother me. I am falling asleep ,No,No
16501,4,2062412431,Sat Jun 06 23:09:35 PDT 2009,NO_QUERY,emiliob3,Goodnight world!  ,Goodnight world!  ,No,No
16502,4,1996173302,Mon Jun 01 14:39:03 PDT 2009,NO_QUERY,NickySoph_,@EmilyNatanya I haven't watched it before but i see that soundtrack is really good! ,USERNAME I haven't watched it before but i see that soundtrack is really good! ,No,"""No"""
16503,0,1985155179,Sun May 31 16:32:35 PDT 2009,NO_QUERY,OldeGreywoolf,"@LauraLu3 Beam my groceries up, Scotty!  (sigh) If only!! ","USERNAME Beam my groceries up, Scotty!  (sigh) If only!! ",No,No
16504,0,2056254059,Sat Jun 06 10:48:31 PDT 2009,NO_QUERY,Lisa_Luu,Poor birdie....it just crashed into the side windshield  (going 60) its rainny....sucky... ,Poor birdie....it just crashed into the side windshield  (going 60) its rainny....sucky... ,No,No
16505,0,1557749537,Sun Apr 19 05:49:31 PDT 2009,NO_QUERY,SebDuncan,@ozcookie Beer will have to be in June sweets  I'll be back down then before another stint in S/E Asia. I miss you guys shitloads QLD SUX,USERNAME Beer will have to be in June sweets  I'll be back down then before another stint in S/E Asia. I miss you guys shitloads QLD SUX,No,No
16506,4,2012650870,Tue Jun 02 21:02:17 PDT 2009,NO_QUERY,Craftmydemise,Meow Meow Meow my roses are smiling ,Meow Meow Meow my roses are smiling ,No,No
16507,0,1964541479,Fri May 29 14:24:05 PDT 2009,NO_QUERY,peterkirst,new project @ work ,new project @ work ,No,No
16508,4,1554525927,Sat Apr 18 17:14:12 PDT 2009,NO_QUERY,KrisTothaFer,In atlanta catching up with an old pal.  GJK+KWR,In atlanta catching up with an old pal.  GJK+KWR,No,No
16509,0,2209767186,Wed Jun 17 10:46:22 PDT 2009,NO_QUERY,fiyahlikeayanna,"@jewelthinks  I been in Montgomery since the storm, my house was in gentilly and we had to tear it down,tryna find the $ to rebuild","USERNAME  I been in Montgomery since the storm, my house was in gentilly and we had to tear it down,tryna find the $ to rebuild",No,No
16510,0,1880237184,Fri May 22 00:33:00 PDT 2009,NO_QUERY,Von_Rushby,@FionaHandscomb I had a dream that Amy got me an iphone... I was sad when I woke up ,USERNAME I had a dream that Amy got me an iphone... I was sad when I woke up ,No,No
16511,0,2300801008,Tue Jun 23 14:36:33 PDT 2009,NO_QUERY,thecatcameback,@alyankovic holy crap! ed mcmahon?! ,USERNAME holy crap! ed mcmahon?! ,No,"""No"""
16512,0,1963050930,Fri May 29 12:07:39 PDT 2009,NO_QUERY,mikekiel,schade  #tv_addict,schade  tv_addict,No,No
16513,0,1975758458,Sat May 30 15:50:24 PDT 2009,NO_QUERY,Bekkargh,"had a nice day today with adam, but is no bored, and feels ill ","had a nice day today with adam, but is no bored, and feels ill ",No,"""No"""
16514,4,2178368766,Mon Jun 15 07:35:59 PDT 2009,NO_QUERY,rjauhari,@kajal81 con call is an interesting term with dual meaning - like most corporate jargon ,USERNAME con call is an interesting term with dual meaning - like most corporate jargon ,"""No""","""No"""
