,target,id,date,query,user,input,input_processed,GPT Positive,GPT Negative
12500,0,2178689798,Mon Jun 15 08:04:01 PDT 2009,NO_QUERY,zerohitwonder,Just sent out another $250 in checks for my damn surgery.    Health care in this country sucks if that's what they call &quot;GOOD Insurance&quot;,Just sent out another $250 in checks for my damn surgery.    Health care in this country sucks if that's what they call &quot;GOOD Insurance&quot;,"""No""","""No"""
12501,0,1969564517,Sat May 30 00:27:04 PDT 2009,NO_QUERY,MintaDoIt,@selena_l i'm a little let down on dat one ,USERNAME i'm a little let down on dat one ,"""No""","""Yes"""
12502,0,2058210196,Sat Jun 06 14:29:13 PDT 2009,NO_QUERY,JackShockley,"@kailaengland Slow day here. I was getting ready to go to the store. For some reason, the cupboards &amp; fridge won't fill themselves. ","USERNAME Slow day here. I was getting ready to go to the store. For some reason, the cupboards &amp; fridge won't fill themselves. ","""No""","""Yes"""
12503,0,1835253496,Mon May 18 05:32:37 PDT 2009,NO_QUERY,absolutsilver,Back from London and last day of a long weekend ,Back from London and last day of a long weekend ,Yes,"""Yes"""
12504,4,1834411034,Mon May 18 02:49:54 PDT 2009,NO_QUERY,shinyyoga,"About to teach a nice dynamic yoga class at darlinghurst ff, come along ","About to teach a nice dynamic yoga class at darlinghurst ff, come along ","""Yes""","""Yes"""
12505,0,2226131805,Thu Jun 18 11:34:16 PDT 2009,NO_QUERY,DjDxEphie,@onchmovement sounds so friggen addorable when he says &quot;FILTH!&quot;! Why can't i have a best friend like him? ,USERNAME sounds so friggen addorable when he says &quot;FILTH!&quot;! Why can't i have a best friend like him? ,"""Yes""","""No"""
12506,0,1985480967,Sun May 31 17:11:10 PDT 2009,NO_QUERY,goldengoddess57,"im watching the game woo woo, but i miss sam so muh  ha im such a loser &lt;3","im watching the game woo woo, but i miss sam so muh  ha im such a loser &lt;3","""Yes""","""No"""
12507,4,2071636373,Sun Jun 07 19:42:08 PDT 2009,NO_QUERY,AshyJonas,"@jamieFTW Aw, is it? It's a darn good song!  The My House song by Kids of 88 is relaly good, too! Are you going to Greenday in December?","USERNAME Aw, is it? It's a darn good song!  The My House song by Kids of 88 is relaly good, too! Are you going to Greenday in December?","""Yes""","""No"""
12508,0,1551607424,Sat Apr 18 09:30:15 PDT 2009,NO_QUERY,tommyboi94,"nobody has replied to any of my updates  well one guy did once, @streetbloggers asked me when mothers day was a while ago but no one else","nobody has replied to any of my updates  well one guy did once, USERNAME asked me when mothers day was a while ago but no one else","""No""","""No"""
12509,0,1677377424,Sat May 02 01:45:55 PDT 2009,NO_QUERY,weirdoyap,Doreen ang sucks because.. Shes too pretty for me. I hate pretty girls. They never give me a chance ,Doreen ang sucks because.. Shes too pretty for me. I hate pretty girls. They never give me a chance ,No,No
