,target,id,date,query,user,input,input_processed,GPT Positive,GPT Negative
8000,4,2052804870,Sat Jun 06 02:05:22 PDT 2009,NO_QUERY,AvigdorSharon,"@stavsxx difficulty is just a challenge, and being a young musician is a blessing. Never let anything difficult stand in your way ","USERNAME difficulty is just a challenge, and being a young musician is a blessing. Never let anything difficult stand in your way ","""Yes""","""Yes"""
8001,0,2051226569,Fri Jun 05 21:13:18 PDT 2009,NO_QUERY,alliewonkers,went shopping  we all know how that goes ,went shopping  we all know how that goes ,No,"""Yes"""
8002,0,2000825350,Mon Jun 01 23:03:53 PDT 2009,NO_QUERY,missgege,us up cuz my baby is not feeling good ,us up cuz my baby is not feeling good ,Yes,Yes
8003,0,1996169285,Mon Jun 01 14:38:40 PDT 2009,NO_QUERY,TRohan,Looking for a good end of the year project.  Just starting to introduce Vietnam War.  What a bad idea that war was ,Looking for a good end of the year project.  Just starting to introduce Vietnam War.  What a bad idea that war was ,"""No""","""No"""
8004,0,1973746902,Sat May 30 11:45:16 PDT 2009,NO_QUERY,kimmiemc,needs a doctor me thinks ,needs a doctor me thinks ,No,No
8005,4,2058863817,Sat Jun 06 15:46:47 PDT 2009,NO_QUERY,dianadamico,Life is drawing...without an eraser.  ,Life is drawing...without an eraser.  ,No,Yes
8006,0,1558253571,Sun Apr 19 07:47:26 PDT 2009,NO_QUERY,mariabriones,craving Paneraaaa! damnit why'd I quit....miss the free food ,craving Paneraaaa! damnit why'd I quit....miss the free food ,"""No""","""No"""
8007,4,2072053839,Sun Jun 07 20:19:18 PDT 2009,NO_QUERY,omecool20,is happy that El Lakeros is up 2-0.... work n body treatment.. in that order ... srike a pose ... ,is happy that El Lakeros is up 2-0.... work n body treatment.. in that order ... srike a pose ... ,"""Yes""","""Yes"""
8008,4,2069975594,Sun Jun 07 16:52:36 PDT 2009,NO_QUERY,Trinity_B,Uhm. Jai BOO. Idgaf... I'm tired of this shit. &gt;=/ FCK TWITTER alltogetha. ,Uhm. Jai BOO. Idgaf... I'm tired of this shit. &gt;=/ FCK TWITTER alltogetha. ,"""No""",No
8009,0,1932808512,Tue May 26 22:16:07 PDT 2009,NO_QUERY,realdiva83,I wish I could get sleepy as easily as a lotta folks. ,I wish I could get sleepy as easily as a lotta folks. ,No,Yes
8010,4,1981146285,Sun May 31 08:31:20 PDT 2009,NO_QUERY,meSerah,"@officialnjonas heyy nick, where in the world are you guys now? you guys are the best ","USERNAME heyy nick, where in the world are you guys now? you guys are the best ","""Yes""","""Yes"""
8011,4,2047580655,Fri Jun 05 13:51:58 PDT 2009,NO_QUERY,charod,"..so don't take the next msg personal if ur name is not mention cause i like, luv, love U 2  lol","..so don't take the next msg personal if ur name is not mention cause i like, luv, love U 2  lol","""Yes""",Yes
8012,4,2056315680,Sat Jun 06 10:55:22 PDT 2009,NO_QUERY,mo3ath,@MFJ86 Yeah looks great  if u won't play with it like ( ps3 or xbox) take the plazma its better for home use,USERNAME Yeah looks great  if u won't play with it like ( ps3 or xbox) take the plazma its better for home use,"""Yes""","""No"""
8013,4,2174457038,Sun Jun 14 22:35:31 PDT 2009,NO_QUERY,adidevia,love being able to tweet via handphone.. ,love being able to tweet via handphone.. ,"""Yes""","""Yes"""
8014,0,2251875834,Sat Jun 20 04:50:32 PDT 2009,NO_QUERY,Beady99,"Flaming Jne, temp about 16C its cloudy with frequent heavy showers, typical British summer weekend. ","Flaming Jne, temp about 16C its cloudy with frequent heavy showers, typical British summer weekend. ","""No""",No
8015,4,1999913151,Mon Jun 01 21:03:09 PDT 2009,NO_QUERY,kizmogirl,"@PastorKort Daisy is in Palestine at her grandparents house, but her belly is always like that! ","USERNAME Daisy is in Palestine at her grandparents house, but her belly is always like that! ",No,"""No"""
8016,4,2045502719,Fri Jun 05 10:49:16 PDT 2009,NO_QUERY,Silentbx,@madsxy1 hmm i think u should have the shirt say &quot;follow me&quot; on back &amp; front &quot;twitter.com/trueexclusives&quot; lmao ,USERNAME hmm i think u should have the shirt say &quot;follow me&quot; on back &amp; front &quot;twitter.com/trueexclusives&quot; lmao ,"""No""","""No"""
8017,0,2057849825,Sat Jun 06 13:46:50 PDT 2009,NO_QUERY,Yanks311,wow posada and cano were played perfectly i guess...both might be hits if upton plays a normal depth there... ,wow posada and cano were played perfectly i guess...both might be hits if upton plays a normal depth there... ,"""Yes""",No
8018,4,1686301229,Sun May 03 04:48:03 PDT 2009,NO_QUERY,cassandrabodzak,soo glad to have italy with @binak to look forward to ,soo glad to have italy with USERNAME to look forward to ,"""Yes""","""Yes"""
8019,4,1977272594,Sat May 30 20:33:16 PDT 2009,NO_QUERY,lalatakarala,takin it back to 1995!!! Magic are hittin it UP!!!! ,takin it back to 1995!!! Magic are hittin it UP!!!! ,"""Yes""","""Yes"""
