,target,id,date,query,user,input,input_processed,GPT Positive,GPT Negative
9000,4,1990498823,Mon Jun 01 05:01:49 PDT 2009,NO_QUERY,tabitca,@JohnnyKGB your presence must attract them. all that sex appeal ,USERNAME your presence must attract them. all that sex appeal ,Y,Y
9001,0,1792474980,Wed May 13 23:14:49 PDT 2009,NO_QUERY,MiSzJAcXzBaYBeE,Dang my sleep is all fukn up.. me lik an idiot put weight on my foot shit hurts ,Dang my sleep is all fukn up.. me lik an idiot put weight on my foot shit hurts ,Y,X
9002,4,2190431940,Tue Jun 16 02:42:46 PDT 2009,NO_QUERY,LanAlexanderGBS,"fuck yeah, australia here i come. ","fuck yeah, australia here i come. ",Y,X
9003,4,1956990526,Thu May 28 23:12:57 PDT 2009,NO_QUERY,SallytheShizzle,@mel_jayne you should have     (you should screencap and fave the question) if you haven't already LOL,USERNAME you should have     (you should screencap and fave the question) if you haven't already LOL,Y,Y
9004,4,1962397815,Fri May 29 10:59:07 PDT 2009,NO_QUERY,TootsiiePop,@da_handsome_one o..lol...yu &amp;&amp; dese name changes!!! gotta inform a nigha.  watcha doing?,USERNAME o..lol...yu &amp;&amp; dese name changes!!! gotta inform a nigha.  watcha doing?,Y,Y
9005,4,1882045809,Fri May 22 06:07:13 PDT 2009,NO_QUERY,klauper21,can't believe it's here already! graduation tonight ,can't believe it's here already! graduation tonight ,X,Y
9006,0,2219319405,Thu Jun 18 00:16:15 PDT 2009,NO_QUERY,chelsasaur,@SupaaStephii - That sucks monkey tits  Are you sure it wasn't your CD player being gayy ? Lol xD,USERNAME - That sucks monkey tits  Are you sure it wasn't your CD player being gayy ? Lol xD,Y,X
9007,0,2177288225,Mon Jun 15 05:49:56 PDT 2009,NO_QUERY,timlingley,Glad jess is back in town.  Now I'm sorting out the Lee Valley order that will allow me to work all summer long!  Hooray!!! ,Glad jess is back in town.  Now I'm sorting out the Lee Valley order that will allow me to work all summer long!  Hooray!!! ,X,Y
9008,4,1836078917,Mon May 18 07:19:48 PDT 2009,NO_QUERY,sunshinejenn5,@mckmama Make everyone wait until you are clean and shiny. ,USERNAME Make everyone wait until you are clean and shiny. ,Y,Y
9009,0,2057379547,Sat Jun 06 12:53:47 PDT 2009,NO_QUERY,singswell,@ShanteCurtis LMAO I used to stare at them like that too!  It's so different now.  Since it's Rosetta stone it's easy to procrastinate ,USERNAME LMAO I used to stare at them like that too!  It's so different now.  Since it's Rosetta stone it's easy to procrastinate ,Y,Y
9010,4,1468099944,Mon Apr 06 23:42:45 PDT 2009,NO_QUERY,anefallarme,"@shemah hey Shem, I just watched the trailer of the Transformers 2 over at JPP, with Lucas and he was mesmerized! ","USERNAME hey Shem, I just watched the trailer of the Transformers 2 over at JPP, with Lucas and he was mesmerized! ",Y,Y
9011,0,2051234301,Fri Jun 05 21:15:47 PDT 2009,NO_QUERY,Christine_La,Had the yummiest mcnuggets! MMm.feeling real guilty about not wrkn out 4 almost a mth now ,Had the yummiest mcnuggets! MMm.feeling real guilty about not wrkn out 4 almost a mth now ,Y,X
9012,0,2054326342,Sat Jun 06 07:06:09 PDT 2009,NO_QUERY,Celticpussycat,I think I may have to brave the rain cos I fancy fish and chips but will have to go out to get them ,I think I may have to brave the rain cos I fancy fish and chips but will have to go out to get them ,Y,Y
9013,0,2058214238,Sat Jun 06 14:29:42 PDT 2009,NO_QUERY,jonasluvr705,having an awful day  TEAM JONAS&lt;3333,having an awful day  TEAM JONAS&lt;3333,Y,X
9014,0,2256304666,Sat Jun 20 12:34:23 PDT 2009,NO_QUERY,natalielealand,I am bored  and ill  and no one's on the internet ,I am bored  and ill  and no one's on the internet ,Y,X
9015,4,1834652476,Mon May 18 03:44:28 PDT 2009,NO_QUERY,paavani,@gulpanag Im experiencing tis frm many years. It never imprved. Always take time. Some exception in ur case  now cleartrip is solution.,USERNAME Im experiencing tis frm many years. It never imprved. Always take time. Some exception in ur case  now cleartrip is solution.,Y,Y
9016,0,2254215148,Sat Jun 20 09:24:21 PDT 2009,NO_QUERY,LiamJ7X,Cant find my ipod  @meekakitty not just you.,Cant find my ipod  USERNAME not just you.,Y,Y
9017,4,1970756745,Sat May 30 05:06:03 PDT 2009,NO_QUERY,dudeman718,@fleurdeleigh Your looking at it right now!  ,USERNAME Your looking at it right now!  ,Y,Y
9018,4,1970402948,Sat May 30 03:43:43 PDT 2009,NO_QUERY,Clydebuilt,"@futuredirected nothing yet... I'll be out in the garden with some Lucozade, Philp Pullman and Proust (poorly, yes, but sooo eclectic) ","USERNAME nothing yet... I'll be out in the garden with some Lucozade, Philp Pullman and Proust (poorly, yes, but sooo eclectic) ",X,Y
9019,4,1976383188,Sat May 30 17:12:26 PDT 2009,NO_QUERY,MsparkM,@Stephanie2164 yeah those are the best kind ,USERNAME yeah those are the best kind ,Y,Y
9020,4,1990020999,Mon Jun 01 03:36:53 PDT 2009,NO_QUERY,runawayxx,Just got back.  http://plurk.com/p/xlxbc,Just got back.  URL,Y,Y
9021,4,2055135016,Sat Jun 06 08:45:49 PDT 2009,NO_QUERY,ShaunMichael80,Good Morning @RhyseRichards hope you are having a great dat beautiful ,Good Morning USERNAME hope you are having a great dat beautiful ,Y,Y
9022,0,1794731850,Thu May 14 06:26:51 PDT 2009,NO_QUERY,hnprashanth,@2s He departs  but match is well in control now.,USERNAME He departs  but match is well in control now.,X,Y
9023,4,1693177699,Sun May 03 21:46:46 PDT 2009,NO_QUERY,KATiELYNxBRAP,"i don't even know brandon but this here twitter shit, yeap. it's growing on me. i dig it  &lt;3","i don't even know brandon but this here twitter shit, yeap. it's growing on me. i dig it  &lt;3",X,Y
9024,4,2017442983,Wed Jun 03 08:23:56 PDT 2009,NO_QUERY,mattboch,"@desconcentrado !!! looks like the website is live: http://hot97boston.com Don't have a tuner nearby, but the stream is up &amp; playing Neyo ","USERNAME !!! looks like the website is live: URL Don't have a tuner nearby, but the stream is up &amp; playing Neyo ",Y,Y
9025,4,1977685986,Sat May 30 21:29:06 PDT 2009,NO_QUERY,surpass,"So far, @fricky and @robmonroe get a Chipotle card. Waiting for two more. ","So far, USERNAME and USERNAME get a Chipotle card. Waiting for two more. ",Y,Y
9026,0,1974790081,Sat May 30 13:50:59 PDT 2009,NO_QUERY,MerikStudios,I can't stop thinking about my dog!  I had to put him down today.,I can't stop thinking about my dog!  I had to put him down today.,Y,X
9027,4,2059712743,Sat Jun 06 17:29:12 PDT 2009,NO_QUERY,3isamagicnumber,@selenagomez The song which has been leaked is AMAZING no matter who it is about (that shouldn't matter). You should be proud of it ,USERNAME The song which has been leaked is AMAZING no matter who it is about (that shouldn't matter). You should be proud of it ,X,Y
9028,0,2185270368,Mon Jun 15 17:07:59 PDT 2009,NO_QUERY,WhiteBerryy,no more studying pleasee  schools....almost...OVER!!,no more studying pleasee  schools....almost...OVER!!,Y,X
9029,0,2005865607,Tue Jun 02 10:17:57 PDT 2009,NO_QUERY,briezybrillion,cookies! mmm...i think i've got to clean the house today.  boring.,cookies! mmm...i think i've got to clean the house today.  boring.,Y,X
9030,4,1979476123,Sun May 31 03:12:36 PDT 2009,NO_QUERY,BelleL7,Im SOOOOOOO Damn Happy that Magic took Gm6 baby!!! YEY!!!!!!! They DESERV this moment wateva happens in LA ,Im SOOOOOOO Damn Happy that Magic took Gm6 baby!!! YEY!!!!!!! They DESERV this moment wateva happens in LA ,X,Y
9031,4,2049304904,Fri Jun 05 16:38:58 PDT 2009,NO_QUERY,torreviejalads,@Mark_A_Nolan Mixing up the Ivy &amp; the Priory. A lot of celebs. have that problem too ,USERNAME Mixing up the Ivy &amp; the Priory. A lot of celebs. have that problem too ,Y,Y
9032,4,2174891548,Sun Jun 14 23:33:43 PDT 2009,NO_QUERY,Jsuckaa,"I'm thinkin of kung pow chicken...and that manderin chicked from the mall? Lol I'm way far out tonight, but its fun here ","I'm thinkin of kung pow chicken...and that manderin chicked from the mall? Lol I'm way far out tonight, but its fun here ",X,Y
9033,4,2070406483,Sun Jun 07 17:38:18 PDT 2009,NO_QUERY,Emiliajb,"@officialnjonas I absolutely love &quot;Fly With Me&quot; and the video is great  June 25 for LVTT here in Chile, can't wait! Have a great week ","USERNAME I absolutely love &quot;Fly With Me&quot; and the video is great  June 25 for LVTT here in Chile, can't wait! Have a great week ",X,Y
9034,0,2003322779,Tue Jun 02 06:19:17 PDT 2009,NO_QUERY,smorrell,@yep1guy Exam was pretty Ok I suppose. Problem was that I had no time to see people after. It makes me sad.... ,USERNAME Exam was pretty Ok I suppose. Problem was that I had no time to see people after. It makes me sad.... ,Y,X
9035,0,2256549424,Sat Jun 20 12:56:42 PDT 2009,NO_QUERY,Ingridlauren,@miss_clariss  why not? ,USERNAME  why not? ,Y,Y
9036,0,1694930396,Mon May 04 04:38:32 PDT 2009,NO_QUERY,dawnymac74,"@piginthepoke anyone remember callard and bowser butterscotch, don't think you can get them anymore ","USERNAME anyone remember callard and bowser butterscotch, don't think you can get them anymore ",Y,X
9037,0,2246087643,Fri Jun 19 17:04:32 PDT 2009,NO_QUERY,ralfiscool,"Readin' Entertainment Weekly, listenin' to Common.  Movies later, I think. :o I still mees my knee-guh. ","Readin' Entertainment Weekly, listenin' to Common.  Movies later, I think. :o I still mees my knee-guh. ",Y,Y
9038,0,2191970863,Tue Jun 16 06:17:23 PDT 2009,NO_QUERY,musiclover017,"my sister told me that i'm don't have any fever, maybe i'm just not feeling well.. ","my sister told me that i'm don't have any fever, maybe i'm just not feeling well.. ",Y,X
9039,4,1976440999,Sat May 30 17:20:15 PDT 2009,NO_QUERY,mel717,@RiskyBusinessMB @theroser @honorsociety @IAMtheCOMMODORE @ThePISTOL  - Hope you are having an amazing day ,USERNAME USERNAME USERNAME USERNAME USERNAME  - Hope you are having an amazing day ,X,Y
9040,4,2071262821,Sun Jun 07 19:06:25 PDT 2009,NO_QUERY,HOTTVampChick,"@MattWayneCeleb That's ok, we both need it  I looooove my twitter friends !!! XOXOXO","USERNAME That's ok, we both need it  I looooove my twitter friends !!! XOXOXO",X,Y
9041,0,2260840893,Sat Jun 20 19:51:23 PDT 2009,NO_QUERY,ch2cch3,@hannahbeck8  Science &gt; Religion anyways.,USERNAME  Science &gt; Religion anyways.,Y,Y
9042,4,1564605602,Mon Apr 20 04:14:18 PDT 2009,NO_QUERY,monkylicious,"@aliciahorsley awwww, the tiny kitten in your post is super cute ","USERNAME awwww, the tiny kitten in your post is super cute ",X,Y
9043,0,2229369601,Thu Jun 18 15:38:16 PDT 2009,NO_QUERY,drockflorida,@WirelessRage  Still no answer to my email I sent you guys 2 days ago ,USERNAME  Still no answer to my email I sent you guys 2 days ago ,Y,X
9044,0,1992136702,Mon Jun 01 08:15:42 PDT 2009,NO_QUERY,NiniBums,Working all week Booo       . YAY! Summer!!,Working all week Booo       . YAY! Summer!!,Y,Y
9045,4,1970922977,Sat May 30 05:40:19 PDT 2009,NO_QUERY,rmgtdblog,@darraghdoyle you can't use mobile on the plane ,USERNAME you can't use mobile on the plane ,Y,X
9046,0,1678355397,Sat May 02 06:26:15 PDT 2009,NO_QUERY,thedoberman,Loving the M25..   http://twitpic.com/4eg72,Loving the M25..   URL,Y,Y
9047,0,1880553923,Fri May 22 01:39:27 PDT 2009,NO_QUERY,moniqueconheady,Bummer! Just collected from the dry cleaners my new $300 skirt that had red wine spilt on it 1st wear - stain hasn't come out...annoying ,Bummer! Just collected from the dry cleaners my new $300 skirt that had red wine spilt on it 1st wear - stain hasn't come out...annoying ,Y,X
9048,4,1468380514,Tue Apr 07 01:19:04 PDT 2009,NO_QUERY,bumsonseats,is impressed to be slightly ahead of the Gadget Show ,is impressed to be slightly ahead of the Gadget Show ,X,Y
9049,4,1686552527,Sun May 03 05:54:20 PDT 2009,NO_QUERY,sammi__x,@jakeashley  got to see your soundcheck today and immediatly fell in love with your band lol ,USERNAME  got to see your soundcheck today and immediatly fell in love with your band lol ,X,Y
9050,0,1558968329,Sun Apr 19 09:54:06 PDT 2009,NO_QUERY,bleung,"Going back to Portland tonight to an empty home  No boo, no dogs. Sadness.","Going back to Portland tonight to an empty home  No boo, no dogs. Sadness.",Y,X
9051,4,2184946947,Mon Jun 15 16:39:20 PDT 2009,NO_QUERY,mruthlang,be careful fellow joggers / tweeters   http://bit.ly/zkbQX,be careful fellow joggers / tweeters   URL,Y,Y
9052,0,2324878270,Thu Jun 25 04:15:38 PDT 2009,NO_QUERY,Potastic,@panique Why not? ,USERNAME Why not? ,Y,Y
9053,0,1989935013,Mon Jun 01 03:19:28 PDT 2009,NO_QUERY,Cobote,@sweetsofgeorgia TweetDeck has been fine for me. I'm having problems with iPlayer Desktop ,USERNAME TweetDeck has been fine for me. I'm having problems with iPlayer Desktop ,Y,Y
9054,0,2220868430,Thu Jun 18 04:10:10 PDT 2009,NO_QUERY,helloshannaaa,"@chaniiie whaaaaaaat, why. how do you know. thats bullshit. ","USERNAME whaaaaaaat, why. how do you know. thats bullshit. ",Y,X
9055,0,2056491368,Sat Jun 06 11:14:30 PDT 2009,NO_QUERY,Monza972,@Fletch92 ah nothing i'd been bored the whole day with nothing to do sadly  what about you?,USERNAME ah nothing i'd been bored the whole day with nothing to do sadly  what about you?,Y,X
9056,4,2060819218,Sat Jun 06 19:38:21 PDT 2009,NO_QUERY,trpcic,is it bad that I am ready to go to bed before my kids - ,is it bad that I am ready to go to bed before my kids - ,Y,X
9057,0,1686116193,Sun May 03 03:50:38 PDT 2009,NO_QUERY,ilovegoobeck,headache . . . . bblaaaarrrrrggghhhhh ,headache . . . . bblaaaarrrrrggghhhhh ,Y,X
9058,4,1992604760,Mon Jun 01 09:01:30 PDT 2009,NO_QUERY,ladyartillero,"I never finished New Moon, but the movie looks awkward but promising (haha!) Well hello there, Taylor Lautner  http://bit.ly/j2otg","I never finished New Moon, but the movie looks awkward but promising (haha!) Well hello there, Taylor Lautner  URL",Y,Y
9059,4,2052702262,Sat Jun 06 01:41:29 PDT 2009,NO_QUERY,keaneiscool,@suki Through a dessert? Hope it was flan or at least a parfait!! ,USERNAME Through a dessert? Hope it was flan or at least a parfait!! ,X,Y
9060,4,1977762361,Sat May 30 21:39:15 PDT 2009,NO_QUERY,melemohala,"YAY mah boys won!!!! don't get me wrong, susan's fantastic &amp; adorable, but for sheer breathtaking creative genius nothin beats Diversity! ","YAY mah boys won!!!! don't get me wrong, susan's fantastic &amp; adorable, but for sheer breathtaking creative genius nothin beats Diversity! ",X,Y
9061,4,1795269842,Thu May 14 07:28:17 PDT 2009,NO_QUERY,lulu_reem,IN good mood  ,IN good mood  ,X,Y
9062,4,1989831078,Mon Jun 01 02:58:02 PDT 2009,NO_QUERY,zingaz9,@ohsotony ha ha ha ... that is priceless ... !!!   i've been drinking solidly for 4 days with some aussies and now i'm bored ... sigh ...,USERNAME ha ha ha ... that is priceless ... !!!   i've been drinking solidly for 4 days with some aussies and now i'm bored ... sigh ...,Y,X
9063,4,1961216653,Fri May 29 09:09:39 PDT 2009,NO_QUERY,mari_delosreyes,@mcnguyen Say hi to Mickey for me! ,USERNAME Say hi to Mickey for me! ,X,Y
9064,4,1964733328,Fri May 29 14:42:54 PDT 2009,NO_QUERY,court3nay,@chrismcg fair enough! I really like the novation contollers though. Nicer quality. @telesonic will be stocking up on APCs in 3 days ,USERNAME fair enough! I really like the novation contollers though. Nicer quality. USERNAME will be stocking up on APCs in 3 days ,Y,Y
9065,4,2008557420,Tue Jun 02 14:18:32 PDT 2009,NO_QUERY,mebrownie09,@wetheTRAVIS: yay home  how long u staying?,USERNAME yay home  how long u staying?,Y,Y
9066,4,2044195494,Fri Jun 05 09:00:29 PDT 2009,NO_QUERY,AlbertoConde777,"Keep ur foot on the devil's neck by standing on the Word of God, &amp; U'll C tremendous results! - Jesse Duplantis  Just keep him down! ","Keep ur foot on the devil's neck by standing on the Word of God, &amp; U'll C tremendous results! - Jesse Duplantis  Just keep him down! ",X,X
9067,0,2070379195,Sun Jun 07 17:35:26 PDT 2009,NO_QUERY,xinita,"@docpi dang! Yes, twitter has always had technical problems and it will be like that for a LONG LONG while ","USERNAME dang! Yes, twitter has always had technical problems and it will be like that for a LONG LONG while ",Y,X
9068,4,2067472438,Sun Jun 07 12:24:19 PDT 2009,NO_QUERY,carole29,"Just read that last tweet, and i wonder why im single....haha ","Just read that last tweet, and i wonder why im single....haha ",Y,X
9069,0,2225682871,Thu Jun 18 11:01:19 PDT 2009,NO_QUERY,brownbetty1022,@xxslindyxx we want to see pics of the new Commack Deli! I still think he should have called it Georgie's ,USERNAME we want to see pics of the new Commack Deli! I still think he should have called it Georgie's ,Y,Y
9070,0,2267157860,Sun Jun 21 09:43:09 PDT 2009,NO_QUERY,Beezybrit1,Im at church...yes im STILL at church. I want to go home. ,Im at church...yes im STILL at church. I want to go home. ,Y,X
9071,4,2059314339,Sat Jun 06 16:40:57 PDT 2009,NO_QUERY,rickosborne,@AmericanWomannn What's your fav Broadway Musical song? ,USERNAME What's your fav Broadway Musical song? ,Y,Y
9072,0,2238284619,Fri Jun 19 07:04:32 PDT 2009,NO_QUERY,McFlyLuVr,"internet is sooooooo slow, i have to get off now  !!!!","internet is sooooooo slow, i have to get off now  !!!!",Y,X
9073,4,1999373818,Mon Jun 01 20:06:24 PDT 2009,NO_QUERY,pepe_corrs,@Constitutiongrl go &amp; nap! ,USERNAME go &amp; nap! ,Y,Y
9074,4,1792821116,Thu May 14 00:21:34 PDT 2009,NO_QUERY,made_2_impress,"@one_d33p but others are! but idk, i have my earphones on!   &quot;i aaaaaaaaaaaaaaaaaaaaint ashaaamed guuurl&quot; lol","USERNAME but others are! but idk, i have my earphones on!   &quot;i aaaaaaaaaaaaaaaaaaaaint ashaaamed guuurl&quot; lol",Y,Y
