,target,id,date,query,user,input,input_processed,GPT Positive,GPT Negative
9000,4,1990498823,Mon Jun 01 05:01:49 PDT 2009,NO_QUERY,tabitca,@JohnnyKGB your presence must attract them. all that sex appeal ,USERNAME your presence must attract them. all that sex appeal ,No,No
9001,0,1792474980,Wed May 13 23:14:49 PDT 2009,NO_QUERY,MiSzJAcXzBaYBeE,Dang my sleep is all fukn up.. me lik an idiot put weight on my foot shit hurts ,Dang my sleep is all fukn up.. me lik an idiot put weight on my foot shit hurts ,No,Yes
9002,4,2190431940,Tue Jun 16 02:42:46 PDT 2009,NO_QUERY,LanAlexanderGBS,"fuck yeah, australia here i come. ","fuck yeah, australia here i come. ",No,No
9003,4,1956990526,Thu May 28 23:12:57 PDT 2009,NO_QUERY,SallytheShizzle,@mel_jayne you should have     (you should screencap and fave the question) if you haven't already LOL,USERNAME you should have     (you should screencap and fave the question) if you haven't already LOL,Yes,No
9004,4,1962397815,Fri May 29 10:59:07 PDT 2009,NO_QUERY,TootsiiePop,@da_handsome_one o..lol...yu &amp;&amp; dese name changes!!! gotta inform a nigha.  watcha doing?,USERNAME o..lol...yu &amp;&amp; dese name changes!!! gotta inform a nigha.  watcha doing?,No,No
9005,4,1882045809,Fri May 22 06:07:13 PDT 2009,NO_QUERY,klauper21,can't believe it's here already! graduation tonight ,can't believe it's here already! graduation tonight ,Yes,Yes
9006,0,2219319405,Thu Jun 18 00:16:15 PDT 2009,NO_QUERY,chelsasaur,@SupaaStephii - That sucks monkey tits  Are you sure it wasn't your CD player being gayy ? Lol xD,USERNAME - That sucks monkey tits  Are you sure it wasn't your CD player being gayy ? Lol xD,No,Yes
9007,0,2177288225,Mon Jun 15 05:49:56 PDT 2009,NO_QUERY,timlingley,Glad jess is back in town.  Now I'm sorting out the Lee Valley order that will allow me to work all summer long!  Hooray!!! ,Glad jess is back in town.  Now I'm sorting out the Lee Valley order that will allow me to work all summer long!  Hooray!!! ,Yes,No
9008,4,1836078917,Mon May 18 07:19:48 PDT 2009,NO_QUERY,sunshinejenn5,@mckmama Make everyone wait until you are clean and shiny. ,USERNAME Make everyone wait until you are clean and shiny. ,No,No
9009,0,2057379547,Sat Jun 06 12:53:47 PDT 2009,NO_QUERY,singswell,@ShanteCurtis LMAO I used to stare at them like that too!  It's so different now.  Since it's Rosetta stone it's easy to procrastinate ,USERNAME LMAO I used to stare at them like that too!  It's so different now.  Since it's Rosetta stone it's easy to procrastinate ,No,Yes
9010,4,1468099944,Mon Apr 06 23:42:45 PDT 2009,NO_QUERY,anefallarme,"@shemah hey Shem, I just watched the trailer of the Transformers 2 over at JPP, with Lucas and he was mesmerized! ","USERNAME hey Shem, I just watched the trailer of the Transformers 2 over at JPP, with Lucas and he was mesmerized! ",Yes,No
9011,0,2051234301,Fri Jun 05 21:15:47 PDT 2009,NO_QUERY,Christine_La,Had the yummiest mcnuggets! MMm.feeling real guilty about not wrkn out 4 almost a mth now ,Had the yummiest mcnuggets! MMm.feeling real guilty about not wrkn out 4 almost a mth now ,No,Yes
9012,0,2054326342,Sat Jun 06 07:06:09 PDT 2009,NO_QUERY,Celticpussycat,I think I may have to brave the rain cos I fancy fish and chips but will have to go out to get them ,I think I may have to brave the rain cos I fancy fish and chips but will have to go out to get them ,Yes,No
9013,0,2058214238,Sat Jun 06 14:29:42 PDT 2009,NO_QUERY,jonasluvr705,having an awful day  TEAM JONAS&lt;3333,having an awful day  TEAM JONAS&lt;3333,No,Yes
9014,0,2256304666,Sat Jun 20 12:34:23 PDT 2009,NO_QUERY,natalielealand,I am bored  and ill  and no one's on the internet ,I am bored  and ill  and no one's on the internet ,No,Yes
9015,4,1834652476,Mon May 18 03:44:28 PDT 2009,NO_QUERY,paavani,@gulpanag Im experiencing tis frm many years. It never imprved. Always take time. Some exception in ur case  now cleartrip is solution.,USERNAME Im experiencing tis frm many years. It never imprved. Always take time. Some exception in ur case  now cleartrip is solution.,No,No
9016,0,2254215148,Sat Jun 20 09:24:21 PDT 2009,NO_QUERY,LiamJ7X,Cant find my ipod  @meekakitty not just you.,Cant find my ipod  USERNAME not just you.,No,No
9017,4,1970756745,Sat May 30 05:06:03 PDT 2009,NO_QUERY,dudeman718,@fleurdeleigh Your looking at it right now!  ,USERNAME Your looking at it right now!  ,No,No
9018,4,1970402948,Sat May 30 03:43:43 PDT 2009,NO_QUERY,Clydebuilt,"@futuredirected nothing yet... I'll be out in the garden with some Lucozade, Philp Pullman and Proust (poorly, yes, but sooo eclectic) ","USERNAME nothing yet... I'll be out in the garden with some Lucozade, Philp Pullman and Proust (poorly, yes, but sooo eclectic) ",Yes,No
9019,4,1976383188,Sat May 30 17:12:26 PDT 2009,NO_QUERY,MsparkM,@Stephanie2164 yeah those are the best kind ,USERNAME yeah those are the best kind ,Yes,No
9020,4,1990020999,Mon Jun 01 03:36:53 PDT 2009,NO_QUERY,runawayxx,Just got back.  http://plurk.com/p/xlxbc,Just got back.  URL,No,No
9021,4,2055135016,Sat Jun 06 08:45:49 PDT 2009,NO_QUERY,ShaunMichael80,Good Morning @RhyseRichards hope you are having a great dat beautiful ,Good Morning USERNAME hope you are having a great dat beautiful ,No,No
