,target,id,date,query,user,input,input_processed,GPT Positive,GPT Negative
9500,4,1992377963,Mon Jun 01 08:39:23 PDT 2009,NO_QUERY,Chad_Lad,"Agnes - Release Me... OMFG, love it, it excites the Chav within!! ","Agnes - Release Me... OMFG, love it, it excites the Chav within!! ",Yes,No
9501,4,1979359755,Sun May 31 02:42:29 PDT 2009,NO_QUERY,gerdaduring,"@TraceyHewins I am fine thanks, good night sleep do wonders. I haven't slept so long in many years. so I am well rested  and you?","USERNAME I am fine thanks, good night sleep do wonders. I haven't slept so long in many years. so I am well rested  and you?",Yes,No
9502,0,2265788882,Sun Jun 21 07:18:42 PDT 2009,NO_QUERY,lianneod89,possible sobering up!..still my phone is dead  gutting,possible sobering up!..still my phone is dead  gutting,No,Yes
9503,0,1985080479,Sun May 31 16:23:27 PDT 2009,NO_QUERY,crazyjeekay,"With youtube keeping me awake till now, I have started hating youtube and myself agian. I thought of waking up at this time today. ","With youtube keeping me awake till now, I have started hating youtube and myself agian. I thought of waking up at this time today. ",No,Yes
9504,0,2190264717,Tue Jun 16 02:14:02 PDT 2009,NO_QUERY,soundlyawake,@xsparkage right?!!? I wanna go to IMATS and play with you guys too ,USERNAME right?!!? I wanna go to IMATS and play with you guys too ,Yes,No
9505,0,2248895150,Fri Jun 19 21:21:59 PDT 2009,NO_QUERY,JAYMEHAMSTER,@bbvalliant You not on! :O . Your sleeping aren't you.    when i really need to talk to you also. ,USERNAME You not on! :O . Your sleeping aren't you.    when i really need to talk to you also. ,No,Yes
9506,4,1696178123,Mon May 04 07:46:09 PDT 2009,NO_QUERY,Aceswolf,@TheRealKeeks Thats ok Keeks I'll Pass the 151 to you that will chill you out ,USERNAME Thats ok Keeks I'll Pass the 151 to you that will chill you out ,Yes,No
9507,0,1962463660,Fri May 29 11:05:08 PDT 2009,NO_QUERY,mizz_dhania,"Finally home! Tp tetep, kurang 3BT buat shooting kamis nih! Huaaaa, stress gila! Syapa lg ya? ","Finally home! Tp tetep, kurang 3BT buat shooting kamis nih! Huaaaa, stress gila! Syapa lg ya? ",No,Yes
9508,4,2009587939,Tue Jun 02 15:56:47 PDT 2009,NO_QUERY,phirefly,@jennyjenjen Chicago-based restaurant chain. You can taste when you visit. ,USERNAME Chicago-based restaurant chain. You can taste when you visit. ,No,No
9509,4,1693652978,Sun May 03 23:16:51 PDT 2009,NO_QUERY,Agnieszka83,@tophee Whats new with you? Hope you are still keeping a place for me in Canadia town ,USERNAME Whats new with you? Hope you are still keeping a place for me in Canadia town ,No,No
9510,4,1988782165,Sun May 31 23:21:33 PDT 2009,NO_QUERY,mizzissh,@ddlovato You already have a new album? Wow. that was fast. Goodluck ,USERNAME You already have a new album? Wow. that was fast. Goodluck ,Yes,Yes
9511,0,1677305316,Sat May 02 01:24:20 PDT 2009,NO_QUERY,Deee2,"I haven't watched the movie,,, wanna see it asap... ","I haven't watched the movie,,, wanna see it asap... ",Yes,No
