,target,id,date,query,user,input,input_processed,GPT Positive,GPT Negative
1500,0,1835664133,Mon May 18 06:29:34 PDT 2009,NO_QUERY,Cade_One,Today must be &quot;Submit Bad Art Monday!&quot; ,Today must be &quot;Submit Bad Art Monday!&quot; ,No,Yes
1501,0,1982158004,Sun May 31 10:38:40 PDT 2009,NO_QUERY,Owennnnn,"I just swallowed a bug, twas buzzing ","I just swallowed a bug, twas buzzing ",No,Yes
1502,0,1974028752,Sat May 30 12:17:56 PDT 2009,NO_QUERY,kittytangtang,i had a dream that my lv nails fell off and i was so sad ,i had a dream that my lv nails fell off and i was so sad ,No,Yes
1503,4,1572939762,Mon Apr 20 23:06:05 PDT 2009,NO_QUERY,catherinestack,@omfg_leah LOL  TH! i ended up watching most of hsm3 anyway XD win win.,USERNAME LOL  TH! i ended up watching most of hsm3 anyway XD win win.,Yes,No
1504,0,2283909576,Mon Jun 22 13:13:15 PDT 2009,NO_QUERY,lucyxechelon,@emsuckle I did but then we had a falling out and we don't talk any more  I was starting to think no one else would get the amazingness!,USERNAME I did but then we had a falling out and we don't talk any more  I was starting to think no one else would get the amazingness!,No,Yes
1505,0,2067140041,Sun Jun 07 11:49:12 PDT 2009,NO_QUERY,cpratt,@ADuralde Sadly TiVo has never heard of &quot;Totally for Teens.&quot; ,USERNAME Sadly TiVo has never heard of &quot;Totally for Teens.&quot; ,No,Yes
1506,0,2176442193,Mon Jun 15 03:53:15 PDT 2009,NO_QUERY,rbuerckner,"@SylviaDiscount ah yes it most definitely is, I am so not in love with the police or the DPP for that matter ","USERNAME ah yes it most definitely is, I am so not in love with the police or the DPP for that matter ",No,Yes
1507,0,1975346467,Sat May 30 14:58:03 PDT 2009,NO_QUERY,justinvcarlson,Waiting for lisa to get off... Then to work I go ,Waiting for lisa to get off... Then to work I go ,No,No
1508,0,2267070597,Sun Jun 21 09:34:36 PDT 2009,NO_QUERY,rachelhellfire," tired, empty, scared."," tired, empty, scared.",No,Yes
1509,0,2059423355,Sat Jun 06 16:54:20 PDT 2009,NO_QUERY,camgroth,Another rainy day in Australia. I'm going to a friends house to save some fish who are living in a tank thats not been cleaned for a year ,Another rainy day in Australia. I'm going to a friends house to save some fish who are living in a tank thats not been cleaned for a year ,No,Yes
1510,0,2210433424,Wed Jun 17 11:34:47 PDT 2009,NO_QUERY,lAURANiC0lE,@ewwkathryn actually very jealous  i want to go back to class now.,USERNAME actually very jealous  i want to go back to class now.,No,Yes
1511,0,1991942476,Mon Jun 01 07:56:04 PDT 2009,NO_QUERY,flaviav85,working for uni...uff! ,working for uni...uff! ,No,Yes
1512,4,1969801293,Sat May 30 01:16:39 PDT 2009,NO_QUERY,jaudrianna,Soooo Up 3D is a great Pixar movie... even better when u go c it with ur wonderful Godsister ,Soooo Up 3D is a great Pixar movie... even better when u go c it with ur wonderful Godsister ,Yes,No
1513,0,2297350556,Tue Jun 23 10:20:04 PDT 2009,NO_QUERY,emiliey,@AnthonyG47 it's nice! But twiiterific has themes u can choose this 1doesnt  but I can c my followers!;),USERNAME it's nice! But twiiterific has themes u can choose this 1doesnt  but I can c my followers!;),No,No
1514,4,2065662878,Sun Jun 07 09:02:56 PDT 2009,NO_QUERY,jonbabe,"no more fever, the throat is not strep, just a viral infection, YIPEE!!!!! tell that to my aching throat ","no more fever, the throat is not strep, just a viral infection, YIPEE!!!!! tell that to my aching throat ",No,Yes
1515,4,1687042955,Sun May 03 07:35:38 PDT 2009,NO_QUERY,jasondean,"Good Morning! Wow, what a beautiful sunny morning here in Toronto... The Tree's in my backyard are coming back to life ","Good Morning! Wow, what a beautiful sunny morning here in Toronto... The Tree's in my backyard are coming back to life ",Yes,No
1516,0,1677285284,Sat May 02 01:18:27 PDT 2009,NO_QUERY,CNELLA34,Just lost winnable basketball game ,Just lost winnable basketball game ,No,Yes
1517,4,1468517242,Tue Apr 07 02:09:15 PDT 2009,NO_QUERY,foilly,@frumousme yeah there are so many of us angry feeters  Tim's THAT good lol... I have been good I go on I  just havent posted for a while,USERNAME yeah there are so many of us angry feeters  Tim's THAT good lol... I have been good I go on I  just havent posted for a while,No,No
1518,0,2265600361,Sun Jun 21 06:56:06 PDT 2009,NO_QUERY,greenarmy12,"It's just my luck that 2 days before I get back from my hols, my other half's goin on HER hols lol it'll be 3 wks w/out seein each other ","It's just my luck that 2 days before I get back from my hols, my other half's goin on HER hols lol it'll be 3 wks w/out seein each other ",No,Yes
1519,0,2237177359,Fri Jun 19 05:19:50 PDT 2009,NO_QUERY,KyleThrasher,7am came entirely too quick this morning. ,7am came entirely too quick this morning. ,No,Yes
1520,4,2013254764,Tue Jun 02 22:14:59 PDT 2009,NO_QUERY,Lynnieyussof,"@SakinaJonas Okay, so I finally made one and followed you! ","USERNAME Okay, so I finally made one and followed you! ",Yes,No
1521,0,2208027843,Wed Jun 17 08:41:19 PDT 2009,NO_QUERY,omgitschaz,my toes are uberly blistered. will never wear those shoes again (or at least until i forget what pain feels like) ,my toes are uberly blistered. will never wear those shoes again (or at least until i forget what pain feels like) ,No,Yes
1522,0,2232018615,Thu Jun 18 19:20:25 PDT 2009,NO_QUERY,Lilayy,@megannnlynne cuz of math  i hate life,USERNAME cuz of math  i hate life,No,Yes
1523,0,2064491152,Sun Jun 07 06:24:51 PDT 2009,NO_QUERY,lavzz,My last few days with my beloved laptop ,My last few days with my beloved laptop ,Yes,No
1524,4,1993602447,Mon Jun 01 10:38:29 PDT 2009,NO_QUERY,journies_end,"@bridgemt yeah, it will be, it will ","USERNAME yeah, it will be, it will ",No,No
1525,4,2190560579,Tue Jun 16 03:04:46 PDT 2009,NO_QUERY,winifred_mit,I was not able to see tat england match any ways  thats k... this s often required to set things right for them,I was not able to see tat england match any ways  thats k... this s often required to set things right for them,No,Yes
1526,0,1694978068,Mon May 04 04:48:27 PDT 2009,NO_QUERY,ucraniana,Baby steps to achieving the goal. I wonder if I have it in me.. I'm so impatient ,Baby steps to achieving the goal. I wonder if I have it in me.. I'm so impatient ,No,Yes
1527,0,2260580548,Sat Jun 20 19:26:54 PDT 2009,NO_QUERY,sexybbwlily,Last one tonight!!  Early work day tomorrow  http://twitpic.com/7ywkz,Last one tonight!!  Early work day tomorrow  URL,No,Yes
1528,4,1997389114,Mon Jun 01 16:45:51 PDT 2009,NO_QUERY,TweetTweet2u,Too many unrealistic deadlines. Too many wolves. Awwooooo....... ,Too many unrealistic deadlines. Too many wolves. Awwooooo....... ,No,Yes
1529,0,2223105731,Thu Jun 18 07:51:29 PDT 2009,NO_QUERY,teeteelove,@xoxoSHAR If only @britt_garrison was here to do my hair!  Humidity and MI sucks !!!!!!!,USERNAME If only USERNAME was here to do my hair!  Humidity and MI sucks !!!!!!!,No,Yes
1530,4,1998592979,Mon Jun 01 18:48:26 PDT 2009,NO_QUERY,angel9293,sorry i like died for like 2 hours just nao! LOL i was watching hte mtv movie awardssss  loved itttt hahahaha sooooo funny! shower,sorry i like died for like 2 hours just nao! LOL i was watching hte mtv movie awardssss  loved itttt hahahaha sooooo funny! shower,No,No
1531,4,2001924128,Tue Jun 02 02:32:44 PDT 2009,NO_QUERY,pripper,"@featureBlend thanks, its always great to catch up with ya too, and thanks!  ","USERNAME thanks, its always great to catch up with ya too, and thanks!  ",Yes,No
1532,4,1556957320,Sun Apr 19 01:13:11 PDT 2009,NO_QUERY,Rob_Bryan,"Coming home tomrrow, I'll be at the skateprk around 4. ","Coming home tomrrow, I'll be at the skateprk around 4. ",Yes,No
1533,0,2253714699,Sat Jun 20 08:37:33 PDT 2009,NO_QUERY,Avanzare,"@PriscillaSulik She clearly has a growing tumor under her mouth/chin. Shes extremely weak, and not her reg self ","USERNAME She clearly has a growing tumor under her mouth/chin. Shes extremely weak, and not her reg self ",No,Yes
1534,4,1956850513,Thu May 28 22:51:06 PDT 2009,NO_QUERY,Richard_Gable,"@paulmason10538 Egg and chips, what time did your day start?  Have a good day, it's going to be a hot one ","USERNAME Egg and chips, what time did your day start?  Have a good day, it's going to be a hot one ",Yes,No
1535,0,1677497226,Sat May 02 02:23:40 PDT 2009,NO_QUERY,Trishinspace,@autism_hub sad about that 4 yr old ,USERNAME sad about that 4 yr old ,No,Yes
